Data da Medição;Número do veículo;Número do eixo do trem;Veículo;Número do eixo do veículo;Lateral do veículo;Velocidade do eixo;Extremidade do eixo;Direção;Lateral da linha;Falha de rolamento;Alerta de rolamento;Consistente;Achatamento de pista de roda;ErsDB
2022-03-18 05:55:00;75;304;734879;1,0;R;50;B;Sentido RJ;Distante;RS3;0;False;.;58
2022-03-18 05:55:00;75;304;734879;1,0;L;50;B;Sentido RJ;Proximo;.;0;;.;58
2022-03-20 18:53:00;75;301;734879;4,0;R;51;B;Sentido RJ;Distante;RS3;0;False;.;55
2022-03-20 18:53:00;75;301;734879;4,0;L;51;B;Sentido RJ;Proximo;.;0;;.;57
2022-03-20 18:53:00;75;302;734879;3,0;R;51;B;Sentido RJ;Distante;.;0;;;51
2022-03-20 18:53:00;75;302;734879;3,0;L;51;B;Sentido RJ;Proximo;.;0;;.;53
2022-03-20 18:53:00;75;303;734879;2,0;R;51;B;Sentido RJ;Distante;.;0;;.;51
2022-03-20 18:53:00;75;303;734879;2,0;L;51;B;Sentido RJ;Proximo;.;0;;.;53
2022-03-20 18:53:00;75;304;734879;1,0;R;51;B;Sentido RJ;Distante;.;0;;.;53
2022-03-20 18:53:00;75;304;734879;1,0;L;51;B;Sentido RJ;Proximo;.;0;;.;57
2022-03-25 20:58:00;75;301;734879;4,0;R;52;B;Sentido RJ;Distante;RS3;0;False;.;56
2022-03-25 20:58:00;75;301;734879;4,0;L;52;B;Sentido RJ;Proximo;.;0;;.;58
2022-03-25 20:58:00;75;302;734879;3,0;R;52;B;Sentido RJ;Distante;.;0;;.;53
2022-03-25 20:58:00;75;302;734879;3,0;L;52;B;Sentido RJ;Proximo;.;0;;.;54
2022-03-25 20:58:00;75;303;734879;2,0;R;52;B;Sentido RJ;Distante;.;0;;.;53
2022-03-25 20:58:00;75;303;734879;2,0;L;52;B;Sentido RJ;Proximo;.;0;;.;54
2022-03-25 20:58:00;75;304;734879;1,0;R;52;B;Sentido RJ;Distante;.;0;;.;55
2022-03-25 20:58:00;75;304;734879;1,0;L;52;B;Sentido RJ;Proximo;RS3;0;False;.;58
2022-03-26 06:50:00;110;441;612934;1,0;L;50;A;Sentido RJ;Distante;RS3;0;False;.;55
2022-03-26 06:50:00;110;441;612934;1,0;R;50;A;Sentido RJ;Proximo;.;0;;.;58
2022-03-26 06:50:00;110;442;612934;2,0;L;50;A;Sentido RJ;Distante;.;0;;.;53
2022-03-26 06:50:00;110;442;612934;2,0;R;50;A;Sentido RJ;Proximo;.;0;;.;56
2022-03-26 06:50:00;110;443;612934;3,0;L;50;A;Sentido RJ;Distante;.;0;;.;55
2022-03-26 06:50:00;110;443;612934;3,0;R;50;A;Sentido RJ;Proximo;.;0;;.;58
2022-03-26 06:50:00;110;444;612934;4,0;L;50;A;Sentido RJ;Distante;.;0;;.;56
2022-03-26 06:50:00;110;444;612934;4,0;R;50;A;Sentido RJ;Proximo;.;0;;.;60
2022-03-28 15:09:00;110;441;612934;1,0;L;50;A;Sentido RJ;Distante;RS3;0;False;.;56
2022-03-28 15:09:00;110;441;612934;1,0;R;50;A;Sentido RJ;Proximo;.;0;;.;54
2022-03-28 15:09:00;110;442;612934;2,0;L;50;A;Sentido RJ;Distante;.;0;;.;56
2022-03-28 15:09:00;110;442;612934;2,0;R;50;A;Sentido RJ;Proximo;.;0;;.;56
2022-03-28 15:09:00;110;443;612934;3,0;L;50;A;Sentido RJ;Distante;.;0;;.;55
2022-03-28 15:09:00;110;443;612934;3,0;R;50;A;Sentido RJ;Proximo;.;0;;.;56
2022-03-28 15:09:00;110;444;612934;4,0;L;50;A;Sentido RJ;Distante;RS3;0;False;.;56
2022-03-28 15:09:00;110;444;612934;4,0;R;50;A;Sentido RJ;Proximo;.;0;;.;58
2022-03-28 22:13:00;75;301;734879;4,0;R;41;B;Sentido RJ;Distante;.;0;;.;56
2022-03-28 22:13:00;75;301;734879;4,0;L;41;B;Sentido RJ;Proximo;.;0;;.;58
2022-03-28 22:13:00;75;302;734879;3,0;R;41;B;Sentido RJ;Distante;RS3;0;False;;54
2022-03-28 22:13:00;75;302;734879;3,0;L;41;B;Sentido RJ;Proximo;.;0;;.;55
2022-03-28 22:13:00;75;303;734879;2,0;R;41;B;Sentido RJ;Distante;RS3;0;False;;56
2022-03-28 22:13:00;75;303;734879;2,0;L;41;B;Sentido RJ;Proximo;RS3;0;False;.;57
2022-03-28 22:13:00;75;304;734879;1,0;R;41;B;Sentido RJ;Distante;.;0;;;55
2022-03-28 22:13:00;75;304;734879;1,0;L;41;B;Sentido RJ;Proximo;.;0;;.;58
2022-03-31 20:09:00;110;441;612934;1,0;L;56;A;Sentido RJ;Distante;.;0;;.;52
2022-03-31 20:09:00;110;441;612934;1,0;R;56;A;Sentido RJ;Proximo;.;0;;.;52
2022-03-31 20:09:00;110;442;612934;2,0;L;56;A;Sentido RJ;Distante;.;0;;.;52
2022-03-31 20:09:00;110;442;612934;2,0;R;56;A;Sentido RJ;Proximo;.;0;;.;54
2022-03-31 20:09:00;110;443;612934;3,0;L;56;A;Sentido RJ;Distante;.;0;;.;56
2022-03-31 20:09:00;110;443;612934;3,0;R;56;A;Sentido RJ;Proximo;.;0;;.;54
2022-03-31 20:09:00;110;444;612934;4,0;L;56;A;Sentido RJ;Distante;.;0;;.;57
2022-03-31 20:09:00;110;444;612934;4,0;R;56;A;Sentido RJ;Proximo;.;0;;.;56
2022-03-31 20:09:00;202;813;734879;1,0;L;53;A;Sentido RJ;Distante;.;0;;.;56
2022-03-31 20:09:00;202;813;734879;1,0;R;53;A;Sentido RJ;Proximo;.;0;;.;59
2022-03-31 20:09:00;202;814;734879;2,0;L;53;A;Sentido RJ;Distante;.;0;;.;52
2022-03-31 20:09:00;202;814;734879;2,0;R;53;A;Sentido RJ;Proximo;.;0;;.;55
2022-03-31 20:09:00;202;815;734879;3,0;L;53;A;Sentido RJ;Distante;.;0;;.;55
2022-03-31 20:09:00;202;815;734879;3,0;R;53;A;Sentido RJ;Proximo;.;0;;.;54
2022-03-31 20:09:00;202;816;734879;4,0;L;53;A;Sentido RJ;Distante;.;0;;.;56
2022-03-31 20:09:00;202;816;734879;4,0;R;53;A;Sentido RJ;Proximo;.;0;;.;56
2022-06-04 01:11:00;66;265;734879;1,0;L;47;A;Sentido RJ;Distante;RS3;0;False;.;57
2022-06-04 01:11:00;66;265;734879;1,0;R;47;A;Sentido RJ;Proximo;RS3;0;False;.;60
2022-06-04 01:11:00;66;266;734879;2,0;L;47;A;Sentido RJ;Distante;.;0;;.;58
2022-06-04 01:11:00;66;266;734879;2,0;R;47;A;Sentido RJ;Proximo;.;0;;.;59
2022-06-04 01:11:00;66;267;734879;3,0;L;47;A;Sentido RJ;Distante;.;0;;.;54
2022-06-04 01:11:00;66;267;734879;3,0;R;47;A;Sentido RJ;Proximo;RS3;0;False;.;57
2022-06-04 01:11:00;66;268;734879;4,0;L;47;A;Sentido RJ;Distante;.;0;;.;56
2022-06-04 01:11:00;66;268;734879;4,0;R;47;A;Sentido RJ;Proximo;RS2;0;False;.;59
2022-07-04 01:05:00;112;449;612934;1,0;L;48;A;Sentido RJ;Distante;.;0;;.;53
2022-07-04 01:05:00;112;449;612934;1,0;R;48;A;Sentido RJ;Proximo;.;0;;.;55
2022-07-04 01:05:00;112;450;612934;2,0;L;48;A;Sentido RJ;Distante;.;0;;.;52
2022-07-04 01:05:00;112;450;612934;2,0;R;48;A;Sentido RJ;Proximo;.;0;;.;54
2022-07-04 01:05:00;112;451;612934;3,0;L;48;A;Sentido RJ;Distante;RS3;0;False;.;59
2022-07-04 01:05:00;112;451;612934;3,0;R;48;A;Sentido RJ;Proximo;.;0;;.;55
2022-07-04 01:05:00;112;452;612934;4,0;L;48;A;Sentido RJ;Distante;RS3;0;False;.;58
2022-07-04 01:05:00;112;452;612934;4,0;R;48;A;Sentido RJ;Proximo;RS3;0;False;.;57
2022-09-04 09:45:00;29;117;612934;4,0;R;51;B;Sentido RJ;Distante;RS3;0;False;.;67
2022-09-04 09:45:00;29;117;612934;4,0;L;51;B;Sentido RJ;Proximo;RS3;0;False;.;62
2022-09-04 09:45:00;29;118;612934;3,0;R;51;B;Sentido RJ;Distante;RS2;0;False;.;65
2022-09-04 09:45:00;29;118;612934;3,0;L;51;B;Sentido RJ;Proximo;RS3;0;False;.;63
2022-09-04 09:45:00;29;119;612934;2,0;R;51;B;Sentido RJ;Distante;.;0;;.;56
2022-09-04 09:45:00;29;119;612934;2,0;L;51;B;Sentido RJ;Proximo;.;0;;.;59
2022-09-04 09:45:00;29;120;612934;1,0;R;51;B;Sentido RJ;Distante;.;0;;.;57
2022-09-04 09:45:00;29;120;612934;1,0;L;51;B;Sentido RJ;Proximo;RS3;0;False;.;58
2022-12-04 11:43:00;44;177;612934;1,0;L;52;A;Sentido RJ;Distante;.;0;;.;53
2022-12-04 11:43:00;44;177;612934;1,0;R;52;A;Sentido RJ;Proximo;.;0;;.;55
2022-12-04 11:43:00;44;178;612934;2,0;L;52;A;Sentido RJ;Distante;.;0;;.;53
2022-12-04 11:43:00;44;178;612934;2,0;R;52;A;Sentido RJ;Proximo;.;0;;.;56
2022-12-04 11:43:00;44;179;612934;3,0;L;52;A;Sentido RJ;Distante;RS3;0;False;.;57
2022-12-04 11:43:00;44;179;612934;3,0;R;52;A;Sentido RJ;Proximo;.;0;;.;57
2022-12-04 11:43:00;44;180;612934;4,0;L;52;A;Sentido RJ;Distante;RS3;0;False;.;57
2022-12-04 11:43:00;44;180;612934;4,0;R;52;A;Sentido RJ;Proximo;RS3;0;False;.;59
2022-04-14 11:06:00;97;389;612934;4,0;R;51;B;Sentido RJ;Distante;.;0;;.;55
2022-04-14 11:06:00;97;389;612934;4,0;L;51;B;Sentido RJ;Proximo;.;0;;.;55
2022-04-14 11:06:00;97;390;612934;3,0;R;51;B;Sentido RJ;Distante;.;0;;.;54
2022-04-14 11:06:00;97;390;612934;3,0;L;51;B;Sentido RJ;Proximo;.;0;;.;54
2022-04-14 11:06:00;97;391;612934;2,0;R;51;B;Sentido RJ;Distante;.;0;;.;53
2022-04-14 11:06:00;97;391;612934;2,0;L;51;B;Sentido RJ;Proximo;RS3;0;False;.;57
2022-04-14 11:06:00;97;392;612934;1,0;R;51;B;Sentido RJ;Distante;.;0;;.;55
2022-04-14 11:06:00;97;392;612934;1,0;L;51;B;Sentido RJ;Proximo;.;0;;.;54
2022-04-16 17:10:00;97;389;612934;4,0;R;51;B;Sentido RJ;Distante;.;0;;.;53
2022-04-16 17:10:00;97;389;612934;4,0;L;51;B;Sentido RJ;Proximo;RS3;0;False;.;54
2022-04-16 17:10:00;97;390;612934;3,0;R;51;B;Sentido RJ;Distante;.;0;;;52
2022-04-16 17:10:00;97;390;612934;3,0;L;51;B;Sentido RJ;Proximo;.;0;;.;53
2022-04-16 17:10:00;97;391;612934;2,0;R;51;B;Sentido RJ;Distante;.;0;;;52
2022-04-16 17:10:00;97;391;612934;2,0;L;51;B;Sentido RJ;Proximo;RS3;0;False;.;56
2022-04-16 17:10:00;97;392;612934;1,0;R;51;B;Sentido RJ;Distante;.;0;;;51
2022-04-16 17:10:00;97;392;612934;1,0;L;51;B;Sentido RJ;Proximo;.;0;;.;52
2022-04-18 21:17:00;44;177;612934;1,0;L;52;A;Sentido RJ;Distante;.;0;;.;53
2022-04-18 21:17:00;44;177;612934;1,0;R;52;A;Sentido RJ;Proximo;.;0;;.;55
2022-04-18 21:17:00;44;178;612934;2,0;L;52;A;Sentido RJ;Distante;.;0;;.;53
2022-04-18 21:17:00;44;178;612934;2,0;R;52;A;Sentido RJ;Proximo;.;0;;.;56
2022-04-18 21:17:00;44;179;612934;3,0;L;52;A;Sentido RJ;Distante;RS3;0;False;.;53
2022-04-18 21:17:00;44;179;612934;3,0;R;52;A;Sentido RJ;Proximo;.;0;;.;55
2022-04-18 21:17:00;44;180;612934;4,0;L;52;A;Sentido RJ;Distante;.;0;;.;53
2022-04-18 21:17:00;44;180;612934;4,0;R;52;A;Sentido RJ;Proximo;RS2;0;False;.;58
2022-04-21 08:32:00;44;177;612934;1,0;L;52;A;Sentido RJ;Distante;.;0;;.;54
2022-04-21 08:32:00;44;177;612934;1,0;R;52;A;Sentido RJ;Proximo;.;0;;.;54
2022-04-21 08:32:00;44;178;612934;2,0;L;52;A;Sentido RJ;Distante;.;0;;.;54
2022-04-21 08:32:00;44;178;612934;2,0;R;52;A;Sentido RJ;Proximo;.;0;;.;56
2022-04-21 08:32:00;44;179;612934;3,0;L;52;A;Sentido RJ;Distante;RS3;0;False;.;60
2022-04-21 08:32:00;44;179;612934;3,0;R;52;A;Sentido RJ;Proximo;.;0;;.;58
2022-04-21 08:32:00;44;180;612934;4,0;L;52;A;Sentido RJ;Distante;RS3;0;False;.;59
2022-04-21 08:32:00;44;180;612934;4,0;R;52;A;Sentido RJ;Proximo;.;0;;.;59
2022-04-23 22:46:00;44;177;612934;1,0;L;53;A;Sentido RJ;Distante;.;0;;.;52
2022-04-23 22:46:00;44;177;612934;1,0;R;53;A;Sentido RJ;Proximo;.;0;;.;54
2022-04-23 22:46:00;44;178;612934;2,0;L;53;A;Sentido RJ;Distante;.;0;;.;52
2022-04-23 22:46:00;44;178;612934;2,0;R;53;A;Sentido RJ;Proximo;.;0;;.;56
2022-04-23 22:46:00;44;179;612934;3,0;L;53;A;Sentido RJ;Distante;RS3;0;False;.;55
2022-04-23 22:46:00;44;179;612934;3,0;R;53;A;Sentido RJ;Proximo;.;0;;.;56
2022-04-23 22:46:00;44;180;612934;4,0;L;53;A;Sentido RJ;Distante;.;0;;.;55
2022-04-23 22:46:00;44;180;612934;4,0;R;53;A;Sentido RJ;Proximo;RS3;0;False;.;58
2022-04-26 18:32:00;97;389;612934;4,0;R;49;B;Sentido RJ;Distante;.;0;;.;54
2022-04-26 18:32:00;97;389;612934;4,0;L;49;B;Sentido RJ;Proximo;.;0;;.;55
2022-04-26 18:32:00;97;390;612934;3,0;R;49;B;Sentido RJ;Distante;.;0;;.;54
2022-04-26 18:32:00;97;390;612934;3,0;L;49;B;Sentido RJ;Proximo;RS3;0;False;.;57
2022-04-26 18:32:00;97;391;612934;2,0;R;48;B;Sentido RJ;Distante;.;0;;.;54
2022-04-26 18:32:00;97;391;612934;2,0;L;48;B;Sentido RJ;Proximo;.;0;;.;57
2022-04-26 18:32:00;97;392;612934;1,0;R;48;B;Sentido RJ;Distante;RS3;0;False;.;55
2022-04-26 18:32:00;97;392;612934;1,0;L;48;B;Sentido RJ;Proximo;.;0;;.;55
2022-04-29 00:37:00;44;177;612934;1,0;L;52;A;Sentido RJ;Distante;.;0;;.;56
2022-04-29 00:37:00;44;177;612934;1,0;R;52;A;Sentido RJ;Proximo;RS3;0;False;.;58
2022-04-29 00:37:00;44;178;612934;2,0;L;52;A;Sentido RJ;Distante;.;0;;.;55
2022-04-29 00:37:00;44;178;612934;2,0;R;52;A;Sentido RJ;Proximo;.;0;;.;58
2022-04-29 00:37:00;44;179;612934;3,0;L;52;A;Sentido RJ;Distante;.;0;;.;57
2022-04-29 00:37:00;44;179;612934;3,0;R;52;A;Sentido RJ;Proximo;.;0;;.;58
2022-04-29 00:37:00;44;180;612934;4,0;L;52;A;Sentido RJ;Distante;.;0;;.;57
2022-04-29 00:37:00;44;180;612934;4,0;R;52;A;Sentido RJ;Proximo;.;0;;.;59
2022-01-05 22:47:00;29;117;612934;4,0;R;53;B;Sentido RJ;Distante;.;0;;.;52
2022-01-05 22:47:00;29;117;612934;4,0;L;53;B;Sentido RJ;Proximo;.;0;;.;55
2022-01-05 22:47:00;29;118;612934;3,0;R;53;B;Sentido RJ;Distante;.;0;;.;51
2022-01-05 22:47:00;29;118;612934;3,0;L;53;B;Sentido RJ;Proximo;.;0;;.;55
2022-01-05 22:47:00;29;119;612934;2,0;R;53;B;Sentido RJ;Distante;RS3;0;False;.;56
2022-01-05 22:47:00;29;119;612934;2,0;L;53;B;Sentido RJ;Proximo;RS3;0;False;.;59
2022-01-05 22:47:00;29;120;612934;1,0;R;53;B;Sentido RJ;Distante;.;0;;.;55
2022-01-05 22:47:00;29;120;612934;1,0;L;53;B;Sentido RJ;Proximo;RS3;0;False;.;58
2022-05-05 06:11:00;11;45;734879;4,0;R;51;B;Sentido RJ;Distante;.;0;;.;57
2022-05-05 06:11:00;11;45;734879;4,0;L;51;B;Sentido RJ;Proximo;.;0;;.;58
2022-05-05 06:11:00;11;46;734879;3,0;R;51;B;Sentido RJ;Distante;.;0;;.;57
2022-05-05 06:11:00;11;46;734879;3,0;L;51;B;Sentido RJ;Proximo;.;0;;.;58
2022-05-05 06:11:00;11;47;734879;2,0;R;51;B;Sentido RJ;Distante;.;0;;.;55
2022-05-05 06:11:00;11;47;734879;2,0;L;51;B;Sentido RJ;Proximo;.;0;;.;58
2022-05-05 06:11:00;11;48;734879;1,0;R;51;B;Sentido RJ;Distante;.;0;;.;55
2022-05-05 06:11:00;11;48;734879;1,0;L;51;B;Sentido RJ;Proximo;.;0;;.;59
2022-05-05 06:11:00;49;197;612934;4,0;R;51;B;Sentido RJ;Distante;.;0;;.;59
2022-05-05 06:11:00;49;197;612934;4,0;L;51;B;Sentido RJ;Proximo;RS3;0;False;.;60
2022-05-05 06:11:00;49;198;612934;3,0;R;51;B;Sentido RJ;Distante;.;0;;.;57
2022-05-05 06:11:00;49;198;612934;3,0;L;51;B;Sentido RJ;Proximo;.;0;;.;60
2022-05-05 06:11:00;49;199;612934;2,0;R;51;B;Sentido RJ;Distante;RS3;0;False;.;64
2022-05-05 06:11:00;49;199;612934;2,0;L;51;B;Sentido RJ;Proximo;RS3;0;False;.;66
2022-05-05 06:11:00;49;200;612934;1,0;R;51;B;Sentido RJ;Distante;RS3;0;False;.;64
2022-05-05 06:11:00;49;200;612934;1,0;L;51;B;Sentido RJ;Proximo;RS2;0;False;.;67
2022-07-05 22:32:00;11;45;734879;4,0;R;52;B;Sentido RJ;Distante;.;0;;.;53
2022-07-05 22:32:00;11;45;734879;4,0;L;52;B;Sentido RJ;Proximo;.;0;;.;57
2022-07-05 22:32:00;11;46;734879;3,0;R;52;B;Sentido RJ;Distante;.;0;;.;54
2022-07-05 22:32:00;11;46;734879;3,0;L;52;B;Sentido RJ;Proximo;.;0;;.;55
2022-07-05 22:32:00;11;47;734879;2,0;R;51;B;Sentido RJ;Distante;.;0;;.;51
2022-07-05 22:32:00;11;47;734879;2,0;L;51;B;Sentido RJ;Proximo;.;0;;.;54
2022-07-05 22:32:00;11;48;734879;1,0;R;51;B;Sentido RJ;Distante;.;0;;.;52
2022-07-05 22:32:00;11;48;734879;1,0;L;51;B;Sentido RJ;Proximo;.;0;;.;56
2022-07-05 22:32:00;49;197;612934;4,0;R;51;B;Sentido RJ;Distante;.;0;;.;55
2022-07-05 22:32:00;49;197;612934;4,0;L;51;B;Sentido RJ;Proximo;.;0;;.;56
2022-07-05 22:32:00;49;198;612934;3,0;R;51;B;Sentido RJ;Distante;.;0;;.;54
2022-07-05 22:32:00;49;198;612934;3,0;L;51;B;Sentido RJ;Proximo;.;0;;.;56
2022-07-05 22:32:00;49;199;612934;2,0;R;51;B;Sentido RJ;Distante;.;0;;.;56
2022-07-05 22:32:00;49;199;612934;2,0;L;51;B;Sentido RJ;Proximo;RS3;0;False;.;59
2022-07-05 22:32:00;49;200;612934;1,0;R;51;B;Sentido RJ;Distante;.;0;;.;55
2022-07-05 22:32:00;49;200;612934;1,0;L;51;B;Sentido RJ;Proximo;.;0;;.;58
2022-11-05 03:13:00;11;45;734879;4,0;R;53;B;Sentido RJ;Distante;.;0;;.;55
2022-11-05 03:13:00;11;45;734879;4,0;L;53;B;Sentido RJ;Proximo;RS3;0;False;.;60
2022-11-05 03:13:00;11;46;734879;3,0;R;53;B;Sentido RJ;Distante;.;0;;.;52
2022-11-05 03:13:00;11;46;734879;3,0;L;53;B;Sentido RJ;Proximo;.;0;;.;57
2022-11-05 03:13:00;11;47;734879;2,0;R;53;B;Sentido RJ;Distante;.;0;;.;51
2022-11-05 03:13:00;11;47;734879;2,0;L;53;B;Sentido RJ;Proximo;.;0;;.;55
2022-11-05 03:13:00;11;48;734879;1,0;R;53;B;Sentido RJ;Distante;.;0;;.;52
2022-11-05 03:13:00;11;48;734879;1,0;L;53;B;Sentido RJ;Proximo;.;0;;.;58
2022-11-05 03:13:00;49;197;612934;4,0;R;52;B;Sentido RJ;Distante;FBS(RS3);0;False;.;53
2022-11-05 03:13:00;49;197;612934;4,0;L;52;B;Sentido RJ;Proximo;.;0;;.;56
2022-11-05 03:13:00;49;198;612934;3,0;R;52;B;Sentido RJ;Distante;FBS(RS3);0;False;.;61
2022-11-05 03:13:00;49;198;612934;3,0;L;52;B;Sentido RJ;Proximo;RS2;0;False;.;59
2022-11-05 03:13:00;49;199;612934;2,0;R;52;B;Sentido RJ;Distante;.;0;;.;56
2022-11-05 03:13:00;49;199;612934;2,0;L;52;B;Sentido RJ;Proximo;RS3;0;False;.;59
2022-11-05 03:13:00;49;200;612934;1,0;R;52;B;Sentido RJ;Distante;.;0;;.;55
2022-11-05 03:13:00;49;200;612934;1,0;L;52;B;Sentido RJ;Proximo;.;0;;.;58
2022-05-14 23:57:00;11;45;734879;4,0;R;52;B;Sentido RJ;Distante;.;0;;.;55
2022-05-14 23:57:00;11;45;734879;4,0;L;52;B;Sentido RJ;Proximo;RS3;0;False;.;59
2022-05-14 23:57:00;11;46;734879;3,0;R;52;B;Sentido RJ;Distante;RS3;0;False;.;62
2022-05-14 23:57:00;11;46;734879;3,0;L;52;B;Sentido RJ;Proximo;.;0;;.;61
2022-05-14 23:57:00;11;47;734879;2,0;R;52;B;Sentido RJ;Distante;.;0;;.;55
2022-05-14 23:57:00;11;47;734879;2,0;L;52;B;Sentido RJ;Proximo;.;0;;.;59
2022-05-14 23:57:00;11;48;734879;1,0;R;52;B;Sentido RJ;Distante;.;0;;.;55
2022-05-14 23:57:00;11;48;734879;1,0;L;52;B;Sentido RJ;Proximo;RS3;0;False;.;61
2022-05-14 23:57:00;49;197;612934;4,0;R;51;B;Sentido RJ;Distante;RS3;0;False;.;55
2022-05-14 23:57:00;49;197;612934;4,0;L;51;B;Sentido RJ;Proximo;.;0;;.;57
2022-05-14 23:57:00;49;198;612934;3,0;R;51;B;Sentido RJ;Distante;.;0;;.;54
2022-05-14 23:57:00;49;198;612934;3,0;L;51;B;Sentido RJ;Proximo;.;0;;.;56
2022-05-14 23:57:00;49;199;612934;2,0;R;51;B;Sentido RJ;Distante;.;0;;.;56
2022-05-14 23:57:00;49;199;612934;2,0;L;51;B;Sentido RJ;Proximo;.;0;;.;58
2022-05-14 23:57:00;49;200;612934;1,0;R;51;B;Sentido RJ;Distante;.;0;;.;54
2022-05-14 23:57:00;49;200;612934;1,0;L;51;B;Sentido RJ;Proximo;.;0;;.;56
2022-05-16 23:02:00;92;369;612934;1,0;L;52;A;Sentido RJ;Distante;.;0;;.;54
2022-05-16 23:02:00;92;369;612934;1,0;R;52;A;Sentido RJ;Proximo;.;0;;.;56
2022-05-16 23:02:00;92;370;612934;2,0;L;52;A;Sentido RJ;Distante;.;0;;.;55
2022-05-16 23:02:00;92;370;612934;2,0;R;52;A;Sentido RJ;Proximo;.;0;;.;57
2022-05-16 23:02:00;92;371;612934;3,0;L;52;A;Sentido RJ;Distante;.;0;;.;56
2022-05-16 23:02:00;92;371;612934;3,0;R;52;A;Sentido RJ;Proximo;.;0;;.;58
2022-05-16 23:02:00;92;372;612934;4,0;L;52;A;Sentido RJ;Distante;RS3;0;False;.;58
2022-05-16 23:02:00;92;372;612934;4,0;R;52;A;Sentido RJ;Proximo;.;0;;.;61
2022-05-16 23:02:00;130;521;734879;1,0;L;49;A;Sentido RJ;Distante;.;0;;.;54
2022-05-16 23:02:00;130;521;734879;1,0;R;49;A;Sentido RJ;Proximo;.;0;;.;55
2022-05-16 23:02:00;130;522;734879;2,0;L;49;A;Sentido RJ;Distante;.;0;;.;51
2022-05-16 23:02:00;130;522;734879;2,0;R;49;A;Sentido RJ;Proximo;.;0;;.;54
2022-05-16 23:02:00;130;523;734879;3,0;L;49;A;Sentido RJ;Distante;.;0;;.;56
2022-05-16 23:02:00;130;523;734879;3,0;R;49;A;Sentido RJ;Proximo;.;0;;.;55
2022-05-16 23:02:00;130;524;734879;4,0;L;49;A;Sentido RJ;Distante;RS3;0;False;.;54
2022-05-16 23:02:00;130;524;734879;4,0;R;49;A;Sentido RJ;Proximo;FBS(RS3);0;False;.;56
2022-05-19 18:00:00;11;45;734879;4,0;R;53;B;Sentido RJ;Distante;.;0;;.;55
2022-05-19 18:00:00;11;45;734879;4,0;L;53;B;Sentido RJ;Proximo;.;0;;.;57
2022-05-19 18:00:00;11;46;734879;3,0;R;53;B;Sentido RJ;Distante;.;0;;.;53
2022-05-19 18:00:00;11;46;734879;3,0;L;53;B;Sentido RJ;Proximo;.;0;;.;56
2022-05-19 18:00:00;11;47;734879;2,0;R;52;B;Sentido RJ;Distante;.;0;;.;53
2022-05-19 18:00:00;11;47;734879;2,0;L;52;B;Sentido RJ;Proximo;.;0;;.;54
2022-05-19 18:00:00;11;48;734879;1,0;R;53;B;Sentido RJ;Distante;RS3;0;False;.;55
2022-05-19 18:00:00;11;48;734879;1,0;L;53;B;Sentido RJ;Proximo;RS3;0;False;.;58
2022-05-19 18:00:00;49;197;612934;4,0;R;52;B;Sentido RJ;Distante;.;0;;.;54
2022-05-19 18:00:00;49;197;612934;4,0;L;52;B;Sentido RJ;Proximo;.;0;;.;54
2022-05-19 18:00:00;49;198;612934;3,0;R;52;B;Sentido RJ;Distante;.;0;;.;52
2022-05-19 18:00:00;49;198;612934;3,0;L;52;B;Sentido RJ;Proximo;RS3;0;False;.;54
2022-05-19 18:00:00;49;199;612934;2,0;R;52;B;Sentido RJ;Distante;.;0;;.;54
2022-05-19 18:00:00;49;199;612934;2,0;L;52;B;Sentido RJ;Proximo;.;0;;.;57
2022-05-19 18:00:00;49;200;612934;1,0;R;52;B;Sentido RJ;Distante;.;0;;.;54
2022-05-19 18:00:00;49;200;612934;1,0;L;52;B;Sentido RJ;Proximo;.;0;;.;55
2022-05-23 02:06:00;11;45;734879;4,0;R;52;B;Sentido RJ;Distante;.;0;;.;51
2022-05-23 02:06:00;11;45;734879;4,0;L;52;B;Sentido RJ;Proximo;.;0;;.;53
2022-05-23 02:06:00;11;46;734879;3,0;R;52;B;Sentido RJ;Distante;.;0;;.;50
2022-05-23 02:06:00;11;46;734879;3,0;L;52;B;Sentido RJ;Proximo;.;0;;.;53
2022-05-23 02:06:00;11;47;734879;2,0;R;52;B;Sentido RJ;Distante;.;0;;.;51
2022-05-23 02:06:00;11;47;734879;2,0;L;52;B;Sentido RJ;Proximo;.;0;;.;55
2022-05-23 02:06:00;11;48;734879;1,0;R;52;B;Sentido RJ;Distante;RS3;0;False;.;52
2022-05-23 02:06:00;11;48;734879;1,0;L;52;B;Sentido RJ;Proximo;.;0;;.;58
2022-05-23 02:06:00;49;197;612934;4,0;R;52;B;Sentido RJ;Distante;.;0;;.;51
2022-05-23 02:06:00;49;197;612934;4,0;L;52;B;Sentido RJ;Proximo;.;0;;.;54
2022-05-23 02:06:00;49;198;612934;3,0;R;52;B;Sentido RJ;Distante;.;0;;.;51
2022-05-23 02:06:00;49;198;612934;3,0;L;52;B;Sentido RJ;Proximo;.;0;;.;54
2022-05-23 02:06:00;49;199;612934;2,0;R;52;B;Sentido RJ;Distante;.;0;;.;52
2022-05-23 02:06:00;49;199;612934;2,0;L;52;B;Sentido RJ;Proximo;RS3;0;False;.;56
2022-05-23 02:06:00;49;200;612934;1,0;R;52;B;Sentido RJ;Distante;.;0;;.;50
