Trem_;Veículo_;Rodeiro Veículo_;Média Rolamento Esquerdo (°C)_delta;Média Rolamento Direito (°C)_delta;DP Rolamento Esquerdo (°C)_delta;DP Rolamento Direito (°C)_delta;Rolamento Esquerdo (°C)_delta;Rolamento Direito (°C)_delta;Média Roda Esquerda (°C)_delta;Média Roda Direita (°C)_delta;DP Roda Esquerda (°C)_delta;DP Roda Direita (°C)_delta;Roda Esquerda (°C)_delta;Roda Direita (°C)_delta
NFL0132;734879;1;14,459999999999999;12,26;4,3100000000000005;3,3900000000000006;19;12;89,99000000000001;100,56;21,089999999999996;15,789999999999996;28,0;26,0
NFL0132;734879;2;14,459999999999999;12,26;4,3100000000000005;3,3900000000000006;19;20;89,99000000000001;100,56;21,089999999999996;15,789999999999996;44,0;87,0
NFL0132;734879;3;14,459999999999999;12,26;4,3100000000000005;3,3900000000000006;24;14;89,99000000000001;100,56;21,089999999999996;15,789999999999996;51,0;31,0
NFL0132;734879;4;14,459999999999999;12,26;4,3100000000000005;3,3900000000000006;35;26;89,99000000000001;100,56;21,089999999999996;15,789999999999996;45,0;64,0
NFL0138;612934;1;20,27;18,59;3,4599999999999995;2,4099999999999997;22;21;110,94999999999999;130,67000000000002;36,379999999999995;37,99;91,0;105,0
NFL0138;612934;2;20,27;18,59;3,4599999999999995;2,4099999999999997;20;18;110,94999999999999;130,67000000000002;36,379999999999995;37,99;36,0;86,0
NFL0138;612934;3;20,27;18,59;3,4599999999999995;2,4099999999999997;23;18;110,94999999999999;130,67000000000002;36,379999999999995;37,99;107,0;111,0
NFL0138;612934;4;20,27;18,59;3,4599999999999995;2,4099999999999997;24;22;110,94999999999999;130,67000000000002;36,379999999999995;37,99;96,0;130,0
NFL0138;734879;1;20,27;18,59;3,4599999999999995;2,4099999999999997;30;18;110,94999999999999;130,67000000000002;36,379999999999995;37,99;16,0;7,0
NFL0138;734879;2;20,27;18,59;3,4599999999999995;2,4099999999999997;24;18;110,94999999999999;130,67000000000002;36,379999999999995;37,99;32,0;44,0
NFL0138;734879;3;20,27;18,59;3,4599999999999995;2,4099999999999997;17;18;110,94999999999999;130,67000000000002;36,379999999999995;37,99;51,0;43,0
NFL0138;734879;4;20,27;18,59;3,4599999999999995;2,4099999999999997;23;19;110,94999999999999;130,67000000000002;36,379999999999995;37,99;56,0;79,0
NFS1162;612934;1;21,580000000000002;16,55;3,36;2,8000000000000003;28;23;0,0;0,0;0,0;0,0;0,0;0,0
NFS1162;612934;2;21,580000000000002;16,55;3,36;2,8000000000000003;21;19;0,0;0,0;0,0;0,0;0,0;0,0
NFS1162;612934;3;21,580000000000002;16,55;3,36;2,8000000000000003;31;28;0,0;0,0;0,0;0,0;0,0;0,0
NFS1162;612934;4;21,580000000000002;16,55;3,36;2,8000000000000003;24;23;0,0;0,0;0,0;0,0;0,0;0,0
NFS1162;734879;1;21,580000000000002;16,55;3,36;2,8000000000000003;29;24;0,0;0,0;0,0;0,0;0,0;0,0
NFS1162;734879;2;21,580000000000002;16,55;3,36;2,8000000000000003;34;28;0,0;0,0;0,0;0,0;0,0;0,0
NFS1162;734879;3;21,580000000000002;16,55;3,36;2,8000000000000003;30;14;0,0;0,0;0,0;0,0;0,0;0,0
NFS1162;734879;4;21,580000000000002;16,55;3,36;2,8000000000000003;25;32;0,0;0,0;0,0;0,0;0,0;0,0
NGF0137;612934;1;5,620000000000001;6,41;1,7400000000000002;2,3600000000000003;6;7;2,67;2,9699999999999998;1,27;3,0200000000000005;0,0;8,0
NGF0137;612934;2;5,620000000000001;6,41;1,7400000000000002;2,3600000000000003;11;16;2,67;2,9699999999999998;1,27;3,0200000000000005;8,0;8,0
NGF0137;612934;3;5,620000000000001;6,41;1,7400000000000002;2,3600000000000003;8;7;2,67;2,9699999999999998;1,27;3,0200000000000005;0,0;0,0
NGF0137;612934;4;5,620000000000001;6,41;1,7400000000000002;2,3600000000000003;27;20;2,67;2,9699999999999998;1,27;3,0200000000000005;0,0;0,0
NGF0137;734879;1;5,620000000000001;6,41;1,7400000000000002;2,3600000000000003;11;15;2,67;2,9699999999999998;1,27;3,0200000000000005;17,0;8,0
NGF0137;734879;2;5,620000000000001;6,41;1,7400000000000002;2,3600000000000003;5;8;2,67;2,9699999999999998;1,27;3,0200000000000005;0,0;8,0
NGF0137;734879;3;5,620000000000001;6,41;1,7400000000000002;2,3600000000000003;12;8;2,67;2,9699999999999998;1,27;3,0200000000000005;8,0;17,0
NGF0137;734879;4;5,620000000000001;6,41;1,7400000000000002;2,3600000000000003;22;13;2,67;2,9699999999999998;1,27;3,0200000000000005;0,0;0,0
NGF0331;612934;1;8,35;7,699999999999999;1,9099999999999997;2,6200000000000006;12;13;3,46;8,84;0,16000000000000014;2,93;0,0;8,0
NGF0331;612934;2;8,35;7,699999999999999;1,9099999999999997;2,6200000000000006;6;11;3,46;8,84;0,16000000000000014;2,93;8,0;8,0
NGF0331;612934;3;8,35;7,699999999999999;1,9099999999999997;2,6200000000000006;8;10;3,46;8,84;0,16000000000000014;2,93;0,0;8,0
NGF0331;612934;4;8,35;7,699999999999999;1,9099999999999997;2,6200000000000006;10;9;3,46;8,84;0,16000000000000014;2,93;8,0;0,0
NGF0331;734879;1;8,35;7,699999999999999;1,9099999999999997;2,6200000000000006;2;7;3,46;8,84;0,16000000000000014;2,93;8,0;8,0
NGF0331;734879;2;8,35;7,699999999999999;1,9099999999999997;2,6200000000000006;10;11;3,46;8,84;0,16000000000000014;2,93;9,0;8,0
NGF0331;734879;3;8,35;7,699999999999999;1,9099999999999997;2,6200000000000006;12;10;3,46;8,84;0,16000000000000014;2,93;9,0;8,0
NGF0331;734879;4;8,35;7,699999999999999;1,9099999999999997;2,6200000000000006;11;11;3,46;8,84;0,16000000000000014;2,93;8,0;17,0
NGF0357;612934;1;5,6800000000000015;9,420000000000002;1,6400000000000006;1,88;24;13;7,15;10,479999999999999;1,3900000000000001;2,6499999999999995;8,0;8,0
NGF0357;612934;2;5,6800000000000015;9,420000000000002;1,6400000000000006;1,88;8;9;7,15;10,479999999999999;1,3900000000000001;2,6499999999999995;0,0;8,0
NGF0357;612934;3;5,6800000000000015;9,420000000000002;1,6400000000000006;1,88;4;16;7,15;10,479999999999999;1,3900000000000001;2,6499999999999995;9,0;17,0
NGF0357;612934;4;5,6800000000000015;9,420000000000002;1,6400000000000006;1,88;9;11;7,15;10,479999999999999;1,3900000000000001;2,6499999999999995;8,0;8,0
NGF0357;734879;1;5,6800000000000015;9,420000000000002;1,6400000000000006;1,88;4;10;7,15;10,479999999999999;1,3900000000000001;2,6499999999999995;8,0;17,0
NGF0357;734879;2;5,6800000000000015;9,420000000000002;1,6400000000000006;1,88;8;12;7,15;10,479999999999999;1,3900000000000001;2,6499999999999995;9,0;21,0
NGF0357;734879;3;5,6800000000000015;9,420000000000002;1,6400000000000006;1,88;10;13;7,15;10,479999999999999;1,3900000000000001;2,6499999999999995;9,0;9,0
NGF0357;734879;4;5,6800000000000015;9,420000000000002;1,6400000000000006;1,88;7;20;7,15;10,479999999999999;1,3900000000000001;2,6499999999999995;21,0;9,0
NGF0449;612934;1;3,1999999999999993;2,7699999999999996;1,7200000000000006;2,0500000000000007;4;3;0,0;0,0;0,0;0,0;0,0;0,0
NGF0449;612934;2;3,1999999999999993;2,7699999999999996;1,7200000000000006;2,0500000000000007;3;3;0,0;0,0;0,0;0,0;0,0;0,0
NGF0449;612934;3;3,1999999999999993;2,7699999999999996;1,7200000000000006;2,0500000000000007;7;9;0,0;0,0;0,0;0,0;0,0;0,0
NGF0449;612934;4;3,1999999999999993;2,7699999999999996;1,7200000000000006;2,0500000000000007;3;6;0,0;0,0;0,0;0,0;0,0;0,0
NGF0449;734879;1;3,1999999999999993;2,7699999999999996;1,7200000000000006;2,0500000000000007;7;14;0,0;0,0;0,0;0,0;0,0;0,0
NGF0449;734879;2;3,1999999999999993;2,7699999999999996;1,7200000000000006;2,0500000000000007;4;8;0,0;0,0;0,0;0,0;0,0;0,0
NGF0449;734879;3;3,1999999999999993;2,7699999999999996;1,7200000000000006;2,0500000000000007;7;6;0,0;0,0;0,0;0,0;0,0;0,0
NGF0449;734879;4;3,1999999999999993;2,7699999999999996;1,7200000000000006;2,0500000000000007;4;5;0,0;0,0;0,0;0,0;0,0;0,0
NGF0529;612934;1;5,030000000000001;5,369999999999999;1,2300000000000004;1,1600000000000001;9;10;5,220000000000001;7,18;0,22000000000000064;3,2600000000000002;8,0;8,0
NGF0529;612934;2;5,030000000000001;5,369999999999999;1,2300000000000004;1,1600000000000001;8;15;5,220000000000001;7,18;0,22000000000000064;3,2600000000000002;8,0;8,0
NGF0529;612934;3;5,030000000000001;5,369999999999999;1,2300000000000004;1,1600000000000001;9;10;5,220000000000001;7,18;0,22000000000000064;3,2600000000000002;0,0;8,0
NGF0529;612934;4;5,030000000000001;5,369999999999999;1,2300000000000004;1,1600000000000001;7;7;5,220000000000001;7,18;0,22000000000000064;3,2600000000000002;8,0;0,0
NGF0529;734879;1;5,030000000000001;5,369999999999999;1,2300000000000004;1,1600000000000001;9;14;5,220000000000001;7,18;0,22000000000000064;3,2600000000000002;8,0;8,0
NGF0529;734879;2;5,030000000000001;5,369999999999999;1,2300000000000004;1,1600000000000001;17;9;5,220000000000001;7,18;0,22000000000000064;3,2600000000000002;9,0;8,0
NGF0529;734879;3;5,030000000000001;5,369999999999999;1,2300000000000004;1,1600000000000001;9;20;5,220000000000001;7,18;0,22000000000000064;3,2600000000000002;9,0;17,0
NGF0529;734879;4;5,030000000000001;5,369999999999999;1,2300000000000004;1,1600000000000001;9;17;5,220000000000001;7,18;0,22000000000000064;3,2600000000000002;9,0;8,0
NGF0757;612934;1;2,58;4,220000000000001;2,3799999999999994;1,8600000000000003;7;5;3,76;3,59;0,5599999999999996;2,91;8,0;8,0
NGF0757;612934;2;2,58;4,220000000000001;2,3799999999999994;1,8600000000000003;6;12;3,76;3,59;0,5599999999999996;2,91;0,0;8,0
NGF0757;612934;3;2,58;4,220000000000001;2,3799999999999994;1,8600000000000003;7;10;3,76;3,59;0,5599999999999996;2,91;0,0;8,0
NGF0757;612934;4;2,58;4,220000000000001;2,3799999999999994;1,8600000000000003;33;17;3,76;3,59;0,5599999999999996;2,91;8,0;0,0
NGF0921;612934;1;3,74;3,4499999999999993;1,0300000000000002;0,8799999999999999;10;6;0,0;0,0;0,0;0,0;0,0;0,0
NGF0921;612934;2;3,74;3,4499999999999993;1,0300000000000002;0,8799999999999999;6;8;0,0;0,0;0,0;0,0;0,0;0,0
NGF0921;612934;3;3,74;3,4499999999999993;1,0300000000000002;0,8799999999999999;5;5;0,0;0,0;0,0;0,0;0,0;0,0
NGF0921;612934;4;3,74;3,4499999999999993;1,0300000000000002;0,8799999999999999;6;6;0,0;0,0;0,0;0,0;0,0;0,0
NGF0921;734879;1;3,74;3,4499999999999993;1,0300000000000002;0,8799999999999999;6;5;0,0;0,0;0,0;0,0;0,0;0,0
NGF0921;734879;2;3,74;3,4499999999999993;1,0300000000000002;0,8799999999999999;6;12;0,0;0,0;0,0;0,0;0,0;0,0
NGF0921;734879;3;3,74;3,4499999999999993;1,0300000000000002;0,8799999999999999;6;6;0,0;0,0;0,0;0,0;0,0;0,0
NGF0921;734879;4;3,74;3,4499999999999993;1,0300000000000002;0,8799999999999999;7;8;0,0;0,0;0,0;0,0;0,0;0,0
NGF1003;612934;1;7,369999999999999;8,860000000000001;2,2899999999999996;1,8099999999999996;11;23;3,83;2,65;0,23000000000000043;2,84;0,0;0,0
NGF1003;612934;2;7,369999999999999;8,860000000000001;2,2899999999999996;1,8099999999999996;14;9;3,83;2,65;0,23000000000000043;2,84;8,0;0,0
NGF1003;612934;3;7,369999999999999;8,860000000000001;2,2899999999999996;1,8099999999999996;9;10;3,83;2,65;0,23000000000000043;2,84;0,0;0,0
NGF1003;612934;4;7,369999999999999;8,860000000000001;2,2899999999999996;1,8099999999999996;13;14;3,83;2,65;0,23000000000000043;2,84;8,0;0,0
NGF1003;734879;1;7,369999999999999;8,860000000000001;2,2899999999999996;1,8099999999999996;9;17;3,83;2,65;0,23000000000000043;2,84;8,0;0,0
NGF1003;734879;2;7,369999999999999;8,860000000000001;2,2899999999999996;1,8099999999999996;13;13;3,83;2,65;0,23000000000000043;2,84;0,0;8,0
NGF1003;734879;3;7,369999999999999;8,860000000000001;2,2899999999999996;1,8099999999999996;13;13;3,83;2,65;0,23000000000000043;2,84;9,0;8,0
NGF1003;734879;4;7,369999999999999;8,860000000000001;2,2899999999999996;1,8099999999999996;25;22;3,83;2,65;0,23000000000000043;2,84;8,0;0,0
NHE0203;612934;1;6,120000000000001;7,85;1,7399999999999998;1,4200000000000008;16;8;1,5399999999999996;3,31;0,5999999999999996;2,82;0,0;8,0
NHE0203;612934;2;6,120000000000001;7,85;1,7399999999999998;1,4200000000000008;5;3;1,5399999999999996;3,31;0,5999999999999996;2,82;8,0;8,0
NHE0203;612934;3;6,120000000000001;7,85;1,7399999999999998;1,4200000000000008;8;13;1,5399999999999996;3,31;0,5999999999999996;2,82;9,0;17,0
NHE0203;612934;4;6,120000000000001;7,85;1,7399999999999998;1,4200000000000008;6;9;1,5399999999999996;3,31;0,5999999999999996;2,82;0,0;0,0
NHE0241;612934;1;8,010000000000002;10,89;1,3600000000000003;1,8999999999999995;12;19;8,200000000000001;9,68;2,4499999999999997;3,54;8,0;8,0
NHE0241;612934;2;8,010000000000002;10,89;1,3600000000000003;1,8999999999999995;11;8;8,200000000000001;9,68;2,4499999999999997;3,54;0,0;8,0
NHE0241;612934;3;8,010000000000002;10,89;1,3600000000000003;1,8999999999999995;10;7;8,200000000000001;9,68;2,4499999999999997;3,54;17,0;8,0
NHE0241;612934;4;8,010000000000002;10,89;1,3600000000000003;1,8999999999999995;15;17;8,200000000000001;9,68;2,4499999999999997;3,54;8,0;8,0
NHE0241;734879;1;8,010000000000002;10,89;1,3600000000000003;1,8999999999999995;16;21;8,200000000000001;9,68;2,4499999999999997;3,54;8,0;17,0
NHE0241;734879;2;8,010000000000002;10,89;1,3600000000000003;1,8999999999999995;11;17;8,200000000000001;9,68;2,4499999999999997;3,54;9,0;8,0
NHE0241;734879;3;8,010000000000002;10,89;1,3600000000000003;1,8999999999999995;5;9;8,200000000000001;9,68;2,4499999999999997;3,54;17,0;13,0
NHE0241;734879;4;8,010000000000002;10,89;1,3600000000000003;1,8999999999999995;18;18;8,200000000000001;9,68;2,4499999999999997;3,54;13,0;17,0
NHE0337;612934;1;6,67;6,26;2,6799999999999997;2,4499999999999997;6;6;6,35;6,52;0,17000000000000037;2,8500000000000005;8,0;8,0
NHE0337;612934;2;6,67;6,26;2,6799999999999997;2,4499999999999997;6;13;6,35;6,52;0,17000000000000037;2,8500000000000005;8,0;8,0
NHE0337;612934;3;6,67;6,26;2,6799999999999997;2,4499999999999997;10;6;6,35;6,52;0,17000000000000037;2,8500000000000005;0,0;8,0
NHE0337;612934;4;6,67;6,26;2,6799999999999997;2,4499999999999997;5;9;6,35;6,52;0,17000000000000037;2,8500000000000005;8,0;0,0
NHE0337;734879;1;6,67;6,26;2,6799999999999997;2,4499999999999997;6;5;6,35;6,52;0,17000000000000037;2,8500000000000005;8,0;8,0
NHE0337;734879;2;6,67;6,26;2,6799999999999997;2,4499999999999997;18;7;6,35;6,52;0,17000000000000037;2,8500000000000005;8,0;8,0
NHE0337;734879;3;6,67;6,26;2,6799999999999997;2,4499999999999997;6;10;6,35;6,52;0,17000000000000037;2,8500000000000005;8,0;8,0
NHE0337;734879;4;6,67;6,26;2,6799999999999997;2,4499999999999997;23;8;6,35;6,52;0,17000000000000037;2,8500000000000005;0,0;0,0
NHE0441;612934;1;7,25;6,92;3,05;2,62;13;4;6,77;1,33;0,07000000000000028;1,91;8,0;0,0
NHE0441;612934;2;7,25;6,92;3,05;2,62;10;7;6,77;1,33;0,07000000000000028;1,91;8,0;0,0
NHE0441;612934;3;7,25;6,92;3,05;2,62;12;14;6,77;1,33;0,07000000000000028;1,91;8,0;0,0
NHE0441;612934;4;7,25;6,92;3,05;2,62;9;10;6,77;1,33;0,07000000000000028;1,91;8,0;0,0
NHE0441;734879;1;7,25;6,92;3,05;2,62;16;22;6,77;1,33;0,07000000000000028;1,91;8,0;0,0
NHE0441;734879;2;7,25;6,92;3,05;2,62;13;8;6,77;1,33;0,07000000000000028;1,91;8,0;0,0
NHE0441;734879;3;7,25;6,92;3,05;2,62;7;13;6,77;1,33;0,07000000000000028;1,91;8,0;0,0
NHE0441;734879;4;7,25;6,92;3,05;2,62;7;20;6,77;1,33;0,07000000000000028;1,91;8,0;0,0
NLE0111;612934;1;6,339999999999998;5,220000000000001;1,8700000000000006;2,1099999999999994;7;8;2,2399999999999998;6,24;1,1400000000000006;1,9700000000000002;0,0;8,0
NLE0111;612934;2;6,339999999999998;5,220000000000001;1,8700000000000006;2,1099999999999994;11;11;2,2399999999999998;6,24;1,1400000000000006;1,9700000000000002;0,0;0,0
NLE0111;612934;3;6,339999999999998;5,220000000000001;1,8700000000000006;2,1099999999999994;11;7;2,2399999999999998;6,24;1,1400000000000006;1,9700000000000002;0,0;8,0
NLE0111;612934;4;6,339999999999998;5,220000000000001;1,8700000000000006;2,1099999999999994;12;9;2,2399999999999998;6,24;1,1400000000000006;1,9700000000000002;8,0;0,0
NLE0111;734879;1;6,339999999999998;5,220000000000001;1,8700000000000006;2,1099999999999994;9;6;2,2399999999999998;6,24;1,1400000000000006;1,9700000000000002;8,0;8,0
NLE0111;734879;2;6,339999999999998;5,220000000000001;1,8700000000000006;2,1099999999999994;22;12;2,2399999999999998;6,24;1,1400000000000006;1,9700000000000002;0,0;17,0
NLE0111;734879;3;6,339999999999998;5,220000000000001;1,8700000000000006;2,1099999999999994;12;6;2,2399999999999998;6,24;1,1400000000000006;1,9700000000000002;9,0;17,0
NLE0111;734879;4;6,339999999999998;5,220000000000001;1,8700000000000006;2,1099999999999994;8;11;2,2399999999999998;6,24;1,1400000000000006;1,9700000000000002;0,0;8,0
NLE0135;612934;1;4,640000000000001;6,79;2,9299999999999997;1,6799999999999997;7;9;3,49;4,75;1,4900000000000002;3,2499999999999996;0,0;8,0
NLE0135;612934;2;4,640000000000001;6,79;2,9299999999999997;1,6799999999999997;14;7;3,49;4,75;1,4900000000000002;3,2499999999999996;0,0;8,0
NLE0135;612934;3;4,640000000000001;6,79;2,9299999999999997;1,6799999999999997;11;8;3,49;4,75;1,4900000000000002;3,2499999999999996;8,0;8,0
NLE0135;612934;4;4,640000000000001;6,79;2,9299999999999997;1,6799999999999997;20;9;3,49;4,75;1,4900000000000002;3,2499999999999996;0,0;0,0
NLE0135;734879;1;4,640000000000001;6,79;2,9299999999999997;1,6799999999999997;10;7;3,49;4,75;1,4900000000000002;3,2499999999999996;8,0;8,0
NLE0135;734879;2;4,640000000000001;6,79;2,9299999999999997;1,6799999999999997;10;14;3,49;4,75;1,4900000000000002;3,2499999999999996;8,0;21,0
NLE0135;734879;3;4,640000000000001;6,79;2,9299999999999997;1,6799999999999997;4;5;3,49;4,75;1,4900000000000002;3,2499999999999996;8,0;8,0
NLE0135;734879;4;4,640000000000001;6,79;2,9299999999999997;1,6799999999999997;9;3;3,49;4,75;1,4900000000000002;3,2499999999999996;0,0;0,0
NLE0151;612934;1;9,16;7,28;1,3699999999999997;0,9199999999999999;10;14;6,16;8,84;1,3899999999999997;1,17;8,0;8,0
NLE0151;612934;2;9,16;7,28;1,3699999999999997;0,9199999999999999;6;6;6,16;8,84;1,3899999999999997;1,17;8,0;8,0
NLE0151;612934;3;9,16;7,28;1,3699999999999997;0,9199999999999999;5;10;6,16;8,84;1,3899999999999997;1,17;9,0;8,0
NLE0151;612934;4;9,16;7,28;1,3699999999999997;0,9199999999999999;14;7;6,16;8,84;1,3899999999999997;1,17;8,0;8,0
NLE0151;734879;1;9,16;7,28;1,3699999999999997;0,9199999999999999;10;6;6,16;8,84;1,3899999999999997;1,17;8,0;8,0
NLE0151;734879;2;9,16;7,28;1,3699999999999997;0,9199999999999999;7;10;6,16;8,84;1,3899999999999997;1,17;0,0;8,0
NLE0151;734879;3;9,16;7,28;1,3699999999999997;0,9199999999999999;13;12;6,16;8,84;1,3899999999999997;1,17;9,0;17,0
NLE0151;734879;4;9,16;7,28;1,3699999999999997;0,9199999999999999;8;9;6,16;8,84;1,3899999999999997;1,17;9,0;8,0
NLE0223;612934;1;10,66;12,69;1,4299999999999997;2,0000000000000004;14;10;9,67;9,569999999999999;1,0800000000000005;0,8800000000000003;8,0;8,0
NLE0223;612934;2;10,66;12,69;1,4299999999999997;2,0000000000000004;11;13;9,67;9,569999999999999;1,0800000000000005;0,8800000000000003;8,0;8,0
NLE0223;612934;3;10,66;12,69;1,4299999999999997;2,0000000000000004;6;16;9,67;9,569999999999999;1,0800000000000005;0,8800000000000003;17,0;17,0
NLE0223;612934;4;10,66;12,69;1,4299999999999997;2,0000000000000004;13;15;9,67;9,569999999999999;1,0800000000000005;0,8800000000000003;8,0;8,0
NLE0223;734879;1;10,66;12,69;1,4299999999999997;2,0000000000000004;10;15;9,67;9,569999999999999;1,0800000000000005;0,8800000000000003;8,0;17,0
NLE0223;734879;2;10,66;12,69;1,4299999999999997;2,0000000000000004;13;13;9,67;9,569999999999999;1,0800000000000005;0,8800000000000003;17,0;17,0
NLE0223;734879;3;10,66;12,69;1,4299999999999997;2,0000000000000004;13;21;9,67;9,569999999999999;1,0800000000000005;0,8800000000000003;21,0;9,0
NLE0223;734879;4;10,66;12,69;1,4299999999999997;2,0000000000000004;12;10;9,67;9,569999999999999;1,0800000000000005;0,8800000000000003;17,0;17,0
NLE0319;612934;1;9,940000000000001;11,95;1,8300000000000005;2,1799999999999997;17;8;9,31;10,620000000000001;1,67;2,7199999999999998;8,0;8,0
NLE0319;612934;2;9,940000000000001;11,95;1,8300000000000005;2,1799999999999997;7;12;9,31;10,620000000000001;1,67;2,7199999999999998;8,0;8,0
NLE0319;612934;3;9,940000000000001;11,95;1,8300000000000005;2,1799999999999997;6;17;9,31;10,620000000000001;1,67;2,7199999999999998;17,0;17,0
NLE0319;612934;4;9,940000000000001;11,95;1,8300000000000005;2,1799999999999997;16;15;9,31;10,620000000000001;1,67;2,7199999999999998;8,0;8,0
NLE0319;734879;1;9,940000000000001;11,95;1,8300000000000005;2,1799999999999997;9;14;9,31;10,620000000000001;1,67;2,7199999999999998;8,0;8,0
NLE0319;734879;2;9,940000000000001;11,95;1,8300000000000005;2,1799999999999997;15;13;9,31;10,620000000000001;1,67;2,7199999999999998;13,0;8,0
NLE0319;734879;3;9,940000000000001;11,95;1,8300000000000005;2,1799999999999997;15;14;9,31;10,620000000000001;1,67;2,7199999999999998;17,0;9,0
NLE0319;734879;4;9,940000000000001;11,95;1,8300000000000005;2,1799999999999997;11;5;9,31;10,620000000000001;1,67;2,7199999999999998;17,0;8,0
NLE0345;612934;1;4,33;3,9400000000000013;1,5899999999999999;0,8799999999999999;7;3;5,16;9,09;2,1599999999999997;0,8599999999999999;8,0;17,0
NLE0345;612934;2;4,33;3,9400000000000013;1,5899999999999999;0,8799999999999999;7;5;5,16;9,09;2,1599999999999997;0,8599999999999999;8,0;8,0
NLE0345;612934;3;4,33;3,9400000000000013;1,5899999999999999;0,8799999999999999;4;4;5,16;9,09;2,1599999999999997;0,8599999999999999;8,0;8,0
NLE0345;612934;4;4,33;3,9400000000000013;1,5899999999999999;0,8799999999999999;6;4;5,16;9,09;2,1599999999999997;0,8599999999999999;8,0;8,0
NLE0345;734879;1;4,33;3,9400000000000013;1,5899999999999999;0,8799999999999999;4;5;5,16;9,09;2,1599999999999997;0,8599999999999999;8,0;8,0
NLE0345;734879;2;4,33;3,9400000000000013;1,5899999999999999;0,8799999999999999;8;6;5,16;9,09;2,1599999999999997;0,8599999999999999;0,0;8,0
NLE0345;734879;3;4,33;3,9400000000000013;1,5899999999999999;0,8799999999999999;2;5;5,16;9,09;2,1599999999999997;0,8599999999999999;8,0;8,0
NLE0345;734879;4;4,33;3,9400000000000013;1,5899999999999999;0,8799999999999999;16;8;5,16;9,09;2,1599999999999997;0,8599999999999999;8,0;8,0
NLE0549;612934;1;5,699999999999999;3,879999999999999;1,6600000000000001;2,9699999999999998;3;3;5,65;9,1;1,38;1,5499999999999998;8,0;8,0
NLE0549;612934;2;5,699999999999999;3,879999999999999;1,6600000000000001;2,9699999999999998;7;8;5,65;9,1;1,38;1,5499999999999998;8,0;8,0
NLE0549;612934;3;5,699999999999999;3,879999999999999;1,6600000000000001;2,9699999999999998;11;15;5,65;9,1;1,38;1,5499999999999998;17,0;8,0
NLE0549;612934;4;5,699999999999999;3,879999999999999;1,6600000000000001;2,9699999999999998;7;7;5,65;9,1;1,38;1,5499999999999998;8,0;8,0
NLE0549;734879;1;5,699999999999999;3,879999999999999;1,6600000000000001;2,9699999999999998;5;7;5,65;9,1;1,38;1,5499999999999998;8,0;8,0
NLE0549;734879;2;5,699999999999999;3,879999999999999;1,6600000000000001;2,9699999999999998;9;11;5,65;9,1;1,38;1,5499999999999998;0,0;8,0
NLE0549;734879;3;5,699999999999999;3,879999999999999;1,6600000000000001;2,9699999999999998;7;3;5,65;9,1;1,38;1,5499999999999998;0,0;8,0
NLE0549;734879;4;5,699999999999999;3,879999999999999;1,6600000000000001;2,9699999999999998;35;41;5,65;9,1;1,38;1,5499999999999998;8,0;8,0
NLE0613;612934;1;9,219999999999999;9,15;2,6;1,8000000000000003;10;13;5,83;6,5;1,5000000000000004;2,9199999999999995;8,0;8,0
NLE0613;612934;2;9,219999999999999;9,15;2,6;1,8000000000000003;11;9;5,83;6,5;1,5000000000000004;2,9199999999999995;8,0;8,0
NLE0613;612934;3;9,219999999999999;9,15;2,6;1,8000000000000003;10;9;5,83;6,5;1,5000000000000004;2,9199999999999995;8,0;8,0
NLE0613;612934;4;9,219999999999999;9,15;2,6;1,8000000000000003;24;21;5,83;6,5;1,5000000000000004;2,9199999999999995;8,0;0,0
NLE0613;734879;1;9,219999999999999;9,15;2,6;1,8000000000000003;17;13;5,83;6,5;1,5000000000000004;2,9199999999999995;8,0;21,0
NLE0613;734879;2;9,219999999999999;9,15;2,6;1,8000000000000003;11;10;5,83;6,5;1,5000000000000004;2,9199999999999995;8,0;8,0
NLE0613;734879;3;9,219999999999999;9,15;2,6;1,8000000000000003;11;11;5,83;6,5;1,5000000000000004;2,9199999999999995;17,0;8,0
NLE0613;734879;4;9,219999999999999;9,15;2,6;1,8000000000000003;13;12;5,83;6,5;1,5000000000000004;2,9199999999999995;8,0;0,0
NLE0641;612934;1;7,82;5,799999999999999;2,4000000000000004;1,3100000000000005;7;4;7,43;9,31;0,6800000000000002;2,0700000000000003;8,0;8,0
NLE0641;612934;2;7,82;5,799999999999999;2,4000000000000004;1,3100000000000005;6;6;7,43;9,31;0,6800000000000002;2,0700000000000003;8,0;8,0
NLE0641;612934;3;7,82;5,799999999999999;2,4000000000000004;1,3100000000000005;8;8;7,43;9,31;0,6800000000000002;2,0700000000000003;9,0;17,0
NLE0641;612934;4;7,82;5,799999999999999;2,4000000000000004;1,3100000000000005;12;4;7,43;9,31;0,6800000000000002;2,0700000000000003;8,0;8,0
NLE0641;734879;1;7,82;5,799999999999999;2,4000000000000004;1,3100000000000005;11;10;7,43;9,31;0,6800000000000002;2,0700000000000003;8,0;8,0
NLE0641;734879;2;7,82;5,799999999999999;2,4000000000000004;1,3100000000000005;8;8;7,43;9,31;0,6800000000000002;2,0700000000000003;17,0;8,0
NLE0641;734879;3;7,82;5,799999999999999;2,4000000000000004;1,3100000000000005;7;3;7,43;9,31;0,6800000000000002;2,0700000000000003;0,0;13,0
