Trem_,Veículo_,Rodeiro Veículo_,Média Rolamento Esquerdo Trem (°C)_delta,Média Rolamento Direito Trem (°C)_delta,DP Rolamento Esquerdo Trem (°C)_delta,DP Rolamento Direito Trem (°C)_delta,Rolamento Esquerdo vagão (°C)_delta,Rolamento Direito vagão (°C)_delta,Média Roda Esquerda Trem (°C)_delta,Média Roda Direita Trem (°C)_delta,DP Roda Esquerda Trem (°C)_delta,DP Roda Direita Trem (°C)_delta,Roda Esquerda vagão (°C)_delta,Roda Direita vagão (°C)_delta
NGF0611,735618,3,5.66,6.110000000000001,2.2899999999999996,1.81,4,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0611,735618,4,5.66,6.110000000000001,2.2899999999999996,1.81,5,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0611,735689,1,5.66,6.110000000000001,2.2899999999999996,1.81,7,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0611,735689,2,5.66,6.110000000000001,2.2899999999999996,1.81,5,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0611,735689,3,5.66,6.110000000000001,2.2899999999999996,1.81,6,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0611,735689,4,5.66,6.110000000000001,2.2899999999999996,1.81,9,9,0.0,0.0,0.0,0.0,0.0,0.0
NGF0611,735690,1,5.66,6.110000000000001,2.2899999999999996,1.81,7,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0611,735690,2,5.66,6.110000000000001,2.2899999999999996,1.81,4,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0611,735690,3,5.66,6.110000000000001,2.2899999999999996,1.81,6,5,0.0,0.0,0.0,0.0,0.0,0.0
NGF0611,735690,4,5.66,6.110000000000001,2.2899999999999996,1.81,11,3,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735169,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,6,11,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735169,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,9,19,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735169,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,10,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735169,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,7,9,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735170,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,19,9,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735170,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,29,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735170,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,9,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735170,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,15,9,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735287,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,14,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735287,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,16,14,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735287,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,23,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735287,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,15,19,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735288,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,20,12,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735288,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,14,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735288,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,3,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735288,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,13,9,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735525,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,12,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735525,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,11,16,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735525,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,22,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735525,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,10,12,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735526,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,10,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735526,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,7,14,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735526,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,16,12,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735526,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,10,22,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735539,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,11,9,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735539,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,14,14,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735539,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,16,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735539,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,12,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735540,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,17,22,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735540,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,13,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735540,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,16,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735540,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,16,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735631,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,12,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735631,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,24,15,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735631,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,14,11,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735631,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,13,12,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735632,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,11,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735632,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,11,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735632,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,3,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735632,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,12,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735643,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,18,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735643,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,11,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735643,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,14,15,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735643,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,13,12,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735644,1,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,13,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735644,2,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,10,11,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735644,3,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,7,14,0.0,0.0,0.0,0.0,0.0,0.0
NGF0613,735644,4,12.040000000000001,10.790000000000001,2.8299999999999996,2.1799999999999997,17,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0661,735759,1,4.4,4.499999999999999,1.69,1.5599999999999996,4,3,,,,,,
NGF0661,735759,2,4.4,4.499999999999999,1.69,1.5599999999999996,10,4,,,,,,
NGF0661,735759,3,4.4,4.499999999999999,1.69,1.5599999999999996,2,5,,,,,,
NGF0661,735759,4,4.4,4.499999999999999,1.69,1.5599999999999996,12,13,,,,,,
NGF0661,735760,1,4.4,4.499999999999999,1.69,1.5599999999999996,11,5,,,,,,
NGF0661,735760,2,4.4,4.499999999999999,1.69,1.5599999999999996,9,9,,,,,,
NGF0661,735760,3,4.4,4.499999999999999,1.69,1.5599999999999996,11,5,,,,,,
NGF0661,735760,4,4.4,4.499999999999999,1.69,1.5599999999999996,6,7,,,,,,
NGF0661,735775,1,4.4,4.499999999999999,1.69,1.5599999999999996,8,9,,,,,,
NGF0661,735775,2,4.4,4.499999999999999,1.69,1.5599999999999996,12,8,,,,,,
NGF0661,735775,3,4.4,4.499999999999999,1.69,1.5599999999999996,9,5,,,,,,
NGF0661,735775,4,4.4,4.499999999999999,1.69,1.5599999999999996,5,3,,,,,,
NGF0661,735776,1,4.4,4.499999999999999,1.69,1.5599999999999996,9,7,,,,,,
NGF0661,735776,2,4.4,4.499999999999999,1.69,1.5599999999999996,3,7,,,,,,
NGF0661,735776,3,4.4,4.499999999999999,1.69,1.5599999999999996,6,5,,,,,,
NGF0661,735776,4,4.4,4.499999999999999,1.69,1.5599999999999996,10,10,,,,,,
NGF0661,735781,1,4.4,4.499999999999999,1.69,1.5599999999999996,5,6,,,,,,
NGF0661,735781,2,4.4,4.499999999999999,1.69,1.5599999999999996,19,5,,,,,,
NGF0661,735781,3,4.4,4.499999999999999,1.69,1.5599999999999996,7,5,,,,,,
NGF0661,735781,4,4.4,4.499999999999999,1.69,1.5599999999999996,4,4,,,,,,
NGF0661,735782,1,4.4,4.499999999999999,1.69,1.5599999999999996,5,10,,,,,,
NGF0661,735782,2,4.4,4.499999999999999,1.69,1.5599999999999996,12,9,,,,,,
NGF0661,735782,3,4.4,4.499999999999999,1.69,1.5599999999999996,12,3,,,,,,
NGF0661,735782,4,4.4,4.499999999999999,1.69,1.5599999999999996,11,7,,,,,,
NGF0661,735783,1,4.4,4.499999999999999,1.69,1.5599999999999996,5,13,,,,,,
NGF0661,735783,2,4.4,4.499999999999999,1.69,1.5599999999999996,11,16,,,,,,
NGF0661,735783,3,4.4,4.499999999999999,1.69,1.5599999999999996,6,7,,,,,,
NGF0661,735783,4,4.4,4.499999999999999,1.69,1.5599999999999996,8,7,,,,,,
NGF0661,735784,1,4.4,4.499999999999999,1.69,1.5599999999999996,9,7,,,,,,
NGF0661,735784,2,4.4,4.499999999999999,1.69,1.5599999999999996,10,7,,,,,,
NGF0661,735784,3,4.4,4.499999999999999,1.69,1.5599999999999996,11,6,,,,,,
NGF0661,735784,4,4.4,4.499999999999999,1.69,1.5599999999999996,7,7,,,,,,
NGF0661,735787,1,4.4,4.499999999999999,1.69,1.5599999999999996,7,4,,,,,,
NGF0661,735787,2,4.4,4.499999999999999,1.69,1.5599999999999996,8,4,,,,,,
NGF0661,735787,3,4.4,4.499999999999999,1.69,1.5599999999999996,5,7,,,,,,
NGF0661,735787,4,4.4,4.499999999999999,1.69,1.5599999999999996,14,6,,,,,,
NGF0661,735788,1,4.4,4.499999999999999,1.69,1.5599999999999996,10,14,,,,,,
NGF0661,735788,2,4.4,4.499999999999999,1.69,1.5599999999999996,18,8,,,,,,
NGF0661,735788,3,4.4,4.499999999999999,1.69,1.5599999999999996,15,15,,,,,,
NGF0661,735788,4,4.4,4.499999999999999,1.69,1.5599999999999996,7,14,,,,,,
NGF0661,735809,1,4.4,4.499999999999999,1.69,1.5599999999999996,9,6,,,,,,
NGF0661,735809,2,4.4,4.499999999999999,1.69,1.5599999999999996,10,8,,,,,,
NGF0661,735809,3,4.4,4.499999999999999,1.69,1.5599999999999996,5,6,,,,,,
NGF0661,735809,4,4.4,4.499999999999999,1.69,1.5599999999999996,11,4,,,,,,
NGF0661,735859,1,4.4,4.499999999999999,1.69,1.5599999999999996,11,11,,,,,,
NGF0661,735859,2,4.4,4.499999999999999,1.69,1.5599999999999996,4,6,,,,,,
NGF0661,735859,3,4.4,4.499999999999999,1.69,1.5599999999999996,14,9,,,,,,
NGF0661,735859,4,4.4,4.499999999999999,1.69,1.5599999999999996,4,5,,,,,,
NGF0661,735860,1,4.4,4.499999999999999,1.69,1.5599999999999996,9,6,,,,,,
NGF0661,735860,2,4.4,4.499999999999999,1.69,1.5599999999999996,6,12,,,,,,
NGF0661,735860,3,4.4,4.499999999999999,1.69,1.5599999999999996,10,6,,,,,,
NGF0661,735860,4,4.4,4.499999999999999,1.69,1.5599999999999996,8,3,,,,,,
NGF0661,735918,1,4.4,4.499999999999999,1.69,1.5599999999999996,5,6,,,,,,
NGF0661,735918,2,4.4,4.499999999999999,1.69,1.5599999999999996,7,7,,,,,,
NGF0661,735918,3,4.4,4.499999999999999,1.69,1.5599999999999996,5,2,,,,,,
NGF0661,735918,4,4.4,4.499999999999999,1.69,1.5599999999999996,6,5,,,,,,
NGF0701,735177,1,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,12,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735177,2,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,5,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735177,3,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,8,12,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735177,4,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,5,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735178,1,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,5,5,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735178,2,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,11,11,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735178,3,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,6,5,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735178,4,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,10,3,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735219,1,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,6,2,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735219,2,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,17,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735219,3,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,5,9,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735219,4,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,5,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735220,1,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,6,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735220,2,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,6,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735220,3,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,5,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735220,4,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,4,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735349,1,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,9,21,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735349,2,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,5,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735349,3,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,11,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735349,4,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,4,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735350,1,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,7,3,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735350,2,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,13,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735350,3,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,4,3,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735350,4,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,8,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735381,1,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,13,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735381,2,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,8,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735381,3,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,4,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735381,4,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,4,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735382,1,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,15,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735382,2,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,7,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735382,3,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,5,3,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735382,4,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,8,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735426,1,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,7,12,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735426,2,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,3,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735426,3,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,5,9,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735426,4,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,7,15,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735503,1,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,13,5,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735503,2,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,5,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735503,3,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,12,5,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735503,4,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,12,3,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735504,1,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,20,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735504,2,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,6,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735504,3,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,3,5,0.0,0.0,0.0,0.0,0.0,0.0
NGF0701,735504,4,3.8499999999999996,2.8900000000000006,2.3,1.9200000000000004,6,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735051,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,7,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735051,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,9,9,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735051,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,5,11,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735051,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,11,11,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735052,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735052,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,8,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735052,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,8,11,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735052,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735055,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,9,15,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735055,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,7,15,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735055,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,6,4,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735055,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735056,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,11,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735056,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,8,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735056,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,18,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735056,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,13,15,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735125,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,11,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735125,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,11,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735125,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,11,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735125,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,9,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735126,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,11,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735126,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,8,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735126,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,8,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735126,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,12,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735267,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,14,20,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735267,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,8,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735267,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735267,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,11,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735268,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,5,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735268,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,13,18,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735268,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,8,11,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735268,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,7,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735393,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,9,9,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735393,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,15,17,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735393,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,12,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735393,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,9,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735394,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,8,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735394,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,9,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735394,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735394,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,15,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735517,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,12,12,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735517,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,4,6,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735517,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735517,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,8,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735518,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,8,9,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735518,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,12,14,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735518,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,12,13,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735518,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,12,11,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735519,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,6,8,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735519,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,14,10,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735519,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,7,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735519,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,8,14,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735520,1,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,11,16,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735520,2,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,6,12,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735520,3,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,7,11,0.0,0.0,0.0,0.0,0.0,0.0
NGF0711,735520,4,6.9399999999999995,8.739999999999998,2.33,2.6700000000000004,10,11,0.0,0.0,0.0,0.0,0.0,0.0
