Veículo;Posição;Data da Medição;Rodeiro Veículo;Rodeiro Composição;Equipamento;Trem;Média Rolamento Esquerdo (°C);Média Rolamento Direito (°C);DP Rolamento Esquerdo (°C);DP Rolamento Direito (°C);Rolamento Esquerdo (°C);Rolamento Direito (°C);Média Roda Esquerda (°C);Média Roda Direita (°C);DP Roda Esquerda (°C);DP Roda Direita (°C);Roda Esquerda (°C);Roda Direita (°C);Tipo;Carregado
734879;26;2022-05-02 03:58:09;4;108;MELO FRANCO;KEC7102;11,94;11,09;2,44;2,48;12;15;;;;;;;V;0
734879;26;2022-05-02 03:58:09;3;107;MELO FRANCO;KEC7102;11,94;11,09;2,44;2,48;10;11;;;;;;;V;0
734879;26;2022-05-02 03:58:09;2;106;MELO FRANCO;KEC7102;11,94;11,09;2,44;2,48;10;15;;;;;;;V;0
734879;26;2022-05-02 03:58:09;1;105;MELO FRANCO;KEC7102;11,94;11,09;2,44;2,48;13;8;;;;;;;V;0
734879;26;2022-05-02 04:31:30;4;108;MOEDA;KEC7102;13,06;12,56;2,95;2,84;20;11;;;;;;;V;0
734879;26;2022-05-02 04:31:30;3;107;MOEDA;KEC7102;13,06;12,56;2,95;2,84;13;11;;;;;;;V;0
734879;26;2022-05-02 04:31:30;2;106;MOEDA;KEC7102;13,06;12,56;2,95;2,84;18;12;;;;;;;V;0
734879;26;2022-05-02 04:31:30;1;105;MOEDA;KEC7102;13,06;12,56;2,95;2,84;13;19;;;;;;;V;0
734879;11;2022-05-05 02:54:51;4;48;P1-08 P1-09 KM272;NEL0308;8,5;8,15;2,6;2,15;16;8;;;;;;;V;0
734879;11;2022-05-05 02:54:51;3;47;P1-08 P1-09 KM272;NEL0308;8,5;8,15;2,6;2,15;13;9;;;;;;;V;0
734879;11;2022-05-05 02:54:51;2;46;P1-08 P1-09 KM272;NEL0308;8,5;8,15;2,6;2,15;12;10;;;;;;;V;0
734879;11;2022-05-05 02:54:51;1;45;P1-08 P1-09 KM272;NEL0308;8,5;8,15;2,6;2,15;9;10;;;;;;;V;0
734879;11;2022-05-05 03:58:15;4;48;P1-11 P1-10 KM237;NEL0308;13,59;13,42;2,91;2,92;20;13;39,73;34,08;16,18;16,55;34,0;8,0;V;0
734879;11;2022-05-05 03:58:15;3;47;P1-11 P1-10 KM237;NEL0308;13,59;13,42;2,91;2,92;17;13;39,73;34,08;16,18;16,55;34,0;45,0;V;0
734879;11;2022-05-05 03:58:15;2;46;P1-11 P1-10 KM237;NEL0308;13,59;13,42;2,91;2,92;19;15;39,73;34,08;16,18;16,55;28,0;69,0;V;0
734879;11;2022-05-05 03:58:15;1;45;P1-11 P1-10 KM237;NEL0308;13,59;13,42;2,91;2,92;13;18;39,73;34,08;16,18;16,55;58,0;42,0;V;0
734879;11;2022-05-05 04:30:42;4;48;P1-12 P1-13 KM212;NEL0308;10,17;10,87;4,0;3,19;17;10;;;;;;;V;0
734879;11;2022-05-05 04:30:42;3;47;P1-12 P1-13 KM212;NEL0308;10,17;10,87;4,0;3,19;10;12;;;;;;;V;0
734879;11;2022-05-05 04:30:42;2;46;P1-12 P1-13 KM212;NEL0308;10,17;10,87;4,0;3,19;14;14;;;;;;;V;0
734879;11;2022-05-05 04:30:42;1;45;P1-12 P1-13 KM212;NEL0308;10,17;10,87;4,0;3,19;1;16;;;;;;;V;0
734879;11;2022-05-05 05:11:22;4;48;P2-01 P1-14 KM186;NEL0308;17,03;15,26;3,81;3,38;24;14;;;;;;;V;0
734879;11;2022-05-05 05:11:22;3;47;P2-01 P1-14 KM186;NEL0308;17,03;15,26;3,81;3,38;24;14;;;;;;;V;0
734879;11;2022-05-05 05:11:22;2;46;P2-01 P1-14 KM186;NEL0308;17,03;15,26;3,81;3,38;22;16;;;;;;;V;0
734879;11;2022-05-05 05:11:22;1;45;P2-01 P1-14 KM186;NEL0308;17,03;15,26;3,81;3,38;18;18;;;;;;;V;0
734879;11;2022-05-05 05:36:30;4;48;P2-01 P2-02;NEL0308;14,61;14,26;3,02;3,0;21;13;;;;;;;V;0
734879;11;2022-05-05 05:36:30;3;47;P2-01 P2-02;NEL0308;14,61;14,26;3,02;3,0;17;13;;;;;;;V;0
734879;11;2022-05-05 05:36:30;2;46;P2-01 P2-02;NEL0308;14,61;14,26;3,02;3,0;19;15;;;;;;;V;0
734879;11;2022-05-05 05:36:30;1;45;P2-01 P2-02;NEL0308;14,61;14,26;3,02;3,0;14;17;;;;;;;V;0
734879;11;2022-05-05 06:06:47;4;48;P2-03 P2-03A KM144;NEL0308;11,03;9,26;4,1;4,63;16;1;;;;;;;V;0
734879;11;2022-05-05 06:06:47;3;47;P2-03 P2-03A KM144;NEL0308;11,03;9,26;4,1;4,63;10;6;;;;;;;V;0
734879;11;2022-05-05 06:06:47;2;46;P2-03 P2-03A KM144;NEL0308;11,03;9,26;4,1;4,63;16;0;;;;;;;V;0
734879;11;2022-05-05 06:06:47;1;45;P2-03 P2-03A KM144;NEL0308;11,03;9,26;4,1;4,63;13;13;;;;;;;V;0
734879;11;2022-05-05 06:56:14;4;48;P02-04 P02-05 KM114;NEL0308;17,67;16,98;3,52;3,38;24;19;;;;;;;V;0
734879;11;2022-05-05 06:56:14;3;47;P02-04 P02-05 KM114;NEL0308;17,67;16,98;3,52;3,38;21;18;;;;;;;V;0
734879;11;2022-05-05 06:56:14;2;46;P02-04 P02-05 KM114;NEL0308;17,67;16,98;3,52;3,38;21;19;;;;;;;V;0
734879;11;2022-05-05 06:56:14;1;45;P02-04 P02-05 KM114;NEL0308;17,67;16,98;3,52;3,38;17;21;;;;;;;V;0
734879;11;2022-05-05 08:23:36;4;48;P2-09 P2-08 KM64;NEL0308;17,54;16,48;3,94;3,39;24;15;;;;;;;V;0
734879;11;2022-05-05 08:23:36;3;47;P2-09 P2-08 KM64;NEL0308;17,54;16,48;3,94;3,39;21;17;;;;;;;V;0
734879;11;2022-05-05 08:23:36;2;46;P2-09 P2-08 KM64;NEL0308;17,54;16,48;3,94;3,39;24;21;;;;;;;V;0
734879;11;2022-05-05 08:23:36;1;45;P2-09 P2-08 KM64;NEL0308;17,54;16,48;3,94;3,39;21;20;;;;;;;V;0
734879;11;2022-05-05 08:58:14;4;48;P2-10 P2-11 KM 39.68;NEL0308;18,78;19,8;3,78;3,65;26;19;;;;;;;V;0
734879;11;2022-05-05 08:58:14;3;47;P2-10 P2-11 KM 39.68;NEL0308;18,78;19,8;3,78;3,65;21;20;;;;;;;V;0
734879;11;2022-05-05 08:58:14;2;46;P2-10 P2-11 KM 39.68;NEL0308;18,78;19,8;3,78;3,65;23;24;;;;;;;V;0
734879;11;2022-05-05 08:58:14;1;45;P2-10 P2-11 KM 39.68;NEL0308;18,78;19,8;3,78;3,65;19;26;;;;;;;V;0
734879;11;2022-05-05 10:51:49;4;48;WALDEMAR BRITO LINHA 1;NEL0308;25,76;25,85;4,38;4,26;31;28;;;;;;;V;0
734879;11;2022-05-05 10:51:49;3;47;WALDEMAR BRITO LINHA 1;NEL0308;25,76;25,85;4,38;4,26;26;26;;;;;;;V;0
734879;11;2022-05-05 10:51:49;2;46;WALDEMAR BRITO LINHA 1;NEL0308;25,76;25,85;4,38;4,26;30;27;;;;;;;V;0
734879;11;2022-05-05 10:51:49;1;45;WALDEMAR BRITO LINHA 1;NEL0308;25,76;25,85;4,38;4,26;26;28;;;;;;;V;0
734879;11;2022-05-05 14:07:24;4;48;MARIO BELO LINHA 1;NEL0308;17,83;20,42;3,63;4,45;23;21;147,38;158,72;37,89;37,8;188,0;209,0;V;0
734879;11;2022-05-05 14:07:24;3;47;MARIO BELO LINHA 1;NEL0308;17,83;20,42;3,63;4,45;20;27;147,38;158,72;37,89;37,8;202,0;164,0;V;0
734879;11;2022-05-05 14:07:24;2;46;MARIO BELO LINHA 1;NEL0308;17,83;20,42;3,63;4,45;20;17;147,38;158,72;37,89;37,8;244,0;125,0;V;0
734879;11;2022-05-05 14:07:24;1;45;MARIO BELO LINHA 1;NEL0308;17,83;20,42;3,63;4,45;19;30;147,38;158,72;37,89;37,8;156,0;176,0;V;0
734879;11;2022-05-06 08:44:13;4;48;DEMETRIO RIBEIRO;NLE0111;10,85;10,85;4,97;5,19;17;16;2,28;1,45;4,01;3,3;8,0;8,0;V;0
734879;11;2022-05-06 08:44:13;3;47;DEMETRIO RIBEIRO;NLE0111;10,85;10,85;4,97;5,19;8;10;2,28;1,45;4,01;3,3;8,0;8,0;V;0
734879;11;2022-05-06 08:44:13;2;46;DEMETRIO RIBEIRO;NLE0111;10,85;10,85;4,97;5,19;15;16;2,28;1,45;4,01;3,3;8,0;0,0;V;0
734879;11;2022-05-06 08:44:13;1;45;DEMETRIO RIBEIRO;NLE0111;10,85;10,85;4,97;5,19;10;13;2,28;1,45;4,01;3,3;0,0;8,0;V;0
734879;11;2022-05-06 09:55:15;4;48;ANDRADE PINTO;NLE0111;10,66;11,26;5,44;5,6;20;12;;;;;;;V;0
734879;11;2022-05-06 09:55:15;3;47;ANDRADE PINTO;NLE0111;10,66;11,26;5,44;5,6;7;7;;;;;;;V;0
734879;11;2022-05-06 09:55:15;2;46;ANDRADE PINTO;NLE0111;10,66;11,26;5,44;5,6;18;14;;;;;;;V;0
734879;11;2022-05-06 09:55:15;1;45;ANDRADE PINTO;NLE0111;10,66;11,26;5,44;5,6;13;17;;;;;;;V;0
734879;11;2022-05-06 11:01:10;4;48;PARAIBUNA;NLE0111;9,74;9,49;4,38;4,25;18;9;4,52;0,74;5,15;3,1;8,0;0,0;V;0
734879;11;2022-05-06 11:01:10;3;47;PARAIBUNA;NLE0111;9,74;9,49;4,38;4,25;8;7;4,52;0,74;5,15;3,1;17,0;0,0;V;0
734879;11;2022-05-06 11:01:10;2;46;PARAIBUNA;NLE0111;9,74;9,49;4,38;4,25;15;12;4,52;0,74;5,15;3,1;8,0;0,0;V;0
734879;11;2022-05-06 11:01:10;1;45;PARAIBUNA;NLE0111;9,74;9,49;4,38;4,25;13;13;4,52;0,74;5,15;3,1;8,0;0,0;V;0
734879;11;2022-05-06 14:53:26;4;48;MANTIQUEIRA;NLE0111;10,4;10,47;3,57;3,49;16;13;3,84;6,98;4,86;5,07;8,0;0,0;V;0
734879;11;2022-05-06 14:53:26;3;47;MANTIQUEIRA;NLE0111;10,4;10,47;3,57;3,49;13;10;3,84;6,98;4,86;5,07;8,0;17,0;V;0
734879;11;2022-05-06 14:53:26;2;46;MANTIQUEIRA;NLE0111;10,4;10,47;3,57;3,49;14;13;3,84;6,98;4,86;5,07;8,0;17,0;V;0
734879;11;2022-05-06 14:53:26;1;45;MANTIQUEIRA;NLE0111;10,4;10,47;3,57;3,49;12;13;3,84;6,98;4,86;5,07;8,0;8,0;V;0
734879;11;2022-05-06 16:13:20;4;46;CACHOEIRA;NLE0111;13,08;14,71;4,01;4,33;21;9;;;;;;;V;0
734879;11;2022-05-06 16:13:20;3;45;CACHOEIRA;NLE0111;13,08;14,71;4,01;4,33;12;10;;;;;;;V;0
734879;11;2022-05-06 16:13:20;2;44;CACHOEIRA;NLE0111;13,08;14,71;4,01;4,33;19;24;;;;;;;V;0
734879;11;2022-05-06 16:13:20;1;43;CACHOEIRA;NLE0111;13,08;14,71;4,01;4,33;18;17;;;;;;;V;0
734879;11;2022-05-06 17:33:53;4;48;BUARQUE;NLE0111;16,08;14,31;5,19;4,28;24;20;;;;;;;V;0
734879;11;2022-05-06 17:33:53;3;47;BUARQUE;NLE0111;16,08;14,31;5,19;4,28;19;13;;;;;;;V;0
734879;11;2022-05-06 17:33:53;2;46;BUARQUE;NLE0111;16,08;14,31;5,19;4,28;36;16;;;;;;;V;0
734879;11;2022-05-06 17:33:53;1;45;BUARQUE;NLE0111;16,08;14,31;5,19;4,28;19;19;;;;;;;V;0
734879;11;2022-05-07 15:49:45;4;48;P1-06 P1-07 KM 302;NFG0314;12,03;14,41;3,51;3,61;19;13;;;;;;;V;0
734879;11;2022-05-07 15:49:45;3;47;P1-06 P1-07 KM 302;NFG0314;12,03;14,41;3,51;3,61;13;15;;;;;;;V;0
734879;11;2022-05-07 15:49:45;2;46;P1-06 P1-07 KM 302;NFG0314;12,03;14,41;3,51;3,61;21;17;;;;;;;V;0
734879;11;2022-05-07 15:49:45;1;45;P1-06 P1-07 KM 302;NFG0314;12,03;14,41;3,51;3,61;17;21;;;;;;;V;0
734879;11;2022-05-07 19:24:59;4;48;P1-08 P1-09 KM272;NFG0314;10,95;11,46;2,58;2,04;16;12;;;;;;;V;0
734879;11;2022-05-07 19:24:59;3;47;P1-08 P1-09 KM272;NFG0314;10,95;11,46;2,58;2,04;13;13;;;;;;;V;0
734879;11;2022-05-07 19:24:59;2;46;P1-08 P1-09 KM272;NFG0314;10,95;11,46;2,58;2,04;14;13;;;;;;;V;0
734879;11;2022-05-07 19:24:59;1;45;P1-08 P1-09 KM272;NFG0314;10,95;11,46;2,58;2,04;14;13;;;;;;;V;0
734879;11;2022-05-07 20:23:29;4;48;P1-11 P1-10 KM237;NFG0314;14,53;14,95;3,13;2,93;21;14;37,1;30,74;13,85;14,16;81,0;34,0;V;0
734879;11;2022-05-07 20:23:29;3;47;P1-11 P1-10 KM237;NFG0314;14,53;14,95;3,13;2,93;16;15;37,1;30,74;13,85;14,16;42,0;54,0;V;0
734879;11;2022-05-07 20:23:29;2;46;P1-11 P1-10 KM237;NFG0314;14,53;14,95;3,13;2,93;19;17;37,1;30,74;13,85;14,16;49,0;34,0;V;0
734879;11;2022-05-07 20:23:29;1;45;P1-11 P1-10 KM237;NFG0314;14,53;14,95;3,13;2,93;16;18;37,1;30,74;13,85;14,16;21,0;21,0;V;0
734879;11;2022-05-07 20:54:44;4;48;P1-12 P1-13 KM212;NFG0314;10,18;11,22;4,16;3,24;21;7;;;;;;;V;0
734879;11;2022-05-07 20:54:44;3;47;P1-12 P1-13 KM212;NFG0314;10,18;11,22;4,16;3,24;10;9;;;;;;;V;0
734879;11;2022-05-07 20:54:44;2;46;P1-12 P1-13 KM212;NFG0314;10,18;11,22;4,16;3,24;12;13;;;;;;;V;0
734879;11;2022-05-07 20:54:44;1;45;P1-12 P1-13 KM212;NFG0314;10,18;11,22;4,16;3,24;3;14;;;;;;;V;0
734879;11;2022-05-07 21:33:17;4;48;P2-01 P1-14 KM186;NFG0314;16,19;15,21;3,89;3,75;24;16;;;;;;;V;0
734879;11;2022-05-07 21:33:17;3;47;P2-01 P1-14 KM186;NFG0314;16,19;15,21;3,89;3,75;20;16;;;;;;;V;0
734879;11;2022-05-07 21:33:17;2;46;P2-01 P1-14 KM186;NFG0314;16,19;15,21;3,89;3,75;21;18;;;;;;;V;0
734879;11;2022-05-07 21:33:17;1;45;P2-01 P1-14 KM186;NFG0314;16,19;15,21;3,89;3,75;20;20;;;;;;;V;0
734879;11;2022-05-07 21:58:44;4;48;P2-01 P2-02;NFG0314;15,1;14,9;3,21;3,23;22;13;;;;;;;V;0
734879;11;2022-05-07 21:58:44;3;47;P2-01 P2-02;NFG0314;15,1;14,9;3,21;3,23;17;13;;;;;;;V;0
734879;11;2022-05-07 21:58:44;2;46;P2-01 P2-02;NFG0314;15,1;14,9;3,21;3,23;18;17;;;;;;;V;0
734879;11;2022-05-07 21:58:44;1;45;P2-01 P2-02;NFG0314;15,1;14,9;3,21;3,23;16;17;;;;;;;V;0
734879;11;2022-05-07 22:27:57;4;48;P2-03 P2-03A KM144;NFG0314;11,01;9,97;4,24;4,77;13;1;;;;;;;V;0
734879;11;2022-05-07 22:27:57;3;47;P2-03 P2-03A KM144;NFG0314;11,01;9,97;4,24;4,77;8;13;;;;;;;V;0
734879;11;2022-05-07 22:27:57;2;46;P2-03 P2-03A KM144;NFG0314;11,01;9,97;4,24;4,77;13;6;;;;;;;V;0
734879;11;2022-05-07 22:27:57;1;45;P2-03 P2-03A KM144;NFG0314;11,01;9,97;4,24;4,77;4;20;;;;;;;V;0
734879;11;2022-05-07 23:15:21;4;48;P02-04 P02-05 KM114;NFG0314;17,69;16,88;3,78;3,63;24;18;;;;;;;V;0
734879;11;2022-05-07 23:15:21;3;47;P02-04 P02-05 KM114;NFG0314;17,69;16,88;3,78;3,63;19;18;;;;;;;V;0
734879;11;2022-05-07 23:15:21;2;46;P02-04 P02-05 KM114;NFG0314;17,69;16,88;3,78;3,63;21;19;;;;;;;V;0
734879;11;2022-05-07 23:15:21;1;45;P02-04 P02-05 KM114;NFG0314;17,69;16,88;3,78;3,63;17;23;;;;;;;V;0
734879;11;2022-05-08 07:04:51;4;48;P2-09 P2-08 KM64;NFG0314;12,76;11,28;4,1;3,6;18;14;;;;;;;V;0
734879;11;2022-05-08 07:04:51;3;47;P2-09 P2-08 KM64;NFG0314;12,76;11,28;4,1;3,6;17;9;;;;;;;V;0
734879;11;2022-05-08 07:04:51;2;46;P2-09 P2-08 KM64;NFG0314;12,76;11,28;4,1;3,6;18;14;;;;;;;V;0
734879;11;2022-05-08 07:04:51;1;45;P2-09 P2-08 KM64;NFG0314;12,76;11,28;4,1;3,6;17;15;;;;;;;V;0
734879;11;2022-05-08 07:38:21;4;48;P2-10 P2-11 KM 39.68;NFG0314;15,98;16,44;3,71;3,74;21;19;;;;;;;V;0
734879;11;2022-05-08 07:38:21;3;47;P2-10 P2-11 KM 39.68;NFG0314;15,98;16,44;3,71;3,74;19;17;;;;;;;V;0
734879;11;2022-05-08 07:38:21;2;46;P2-10 P2-11 KM 39.68;NFG0314;15,98;16,44;3,71;3,74;21;21;;;;;;;V;0
734879;11;2022-05-08 07:38:21;1;45;P2-10 P2-11 KM 39.68;NFG0314;15,98;16,44;3,71;3,74;18;22;;;;;;;V;0
734879;11;2022-05-08 07:58:15;4;48;P2-13 P2-12 KM21;NFG0314;25,45;23,97;6,43;5,01;36;26;96,69;101,87;29,71;29,24;109,0;137,0;V;0
734879;11;2022-05-08 07:58:15;3;47;P2-13 P2-12 KM21;NFG0314;25,45;23,97;6,43;5,01;30;24;96,69;101,87;29,71;29,24;81,0;109,0;V;0
734879;11;2022-05-08 07:58:15;2;46;P2-13 P2-12 KM21;NFG0314;25,45;23,97;6,43;5,01;37;27;96,69;101,87;29,71;29,24;69,0;158,0;V;0
734879;11;2022-05-08 07:58:15;1;45;P2-13 P2-12 KM21;NFG0314;25,45;23,97;6,43;5,01;32;32;96,69;101,87;29,71;29,24;122,0;122,0;V;0
734879;11;2022-05-08 09:29:12;4;48;WALDEMAR BRITO LINHA 1;NFG0314;24,24;23,98;4,44;4,42;28;23;;;;;;;V;0
734879;11;2022-05-08 09:29:12;3;47;WALDEMAR BRITO LINHA 1;NFG0314;24,24;23,98;4,44;4,42;28;23;;;;;;;V;0
734879;11;2022-05-08 09:29:12;2;46;WALDEMAR BRITO LINHA 1;NFG0314;24,24;23,98;4,44;4,42;28;26;;;;;;;V;0
734879;11;2022-05-08 09:29:12;1;45;WALDEMAR BRITO LINHA 1;NFG0314;24,24;23,98;4,44;4,42;26;28;;;;;;;V;0
734879;11;2022-05-08 12:17:12;4;48;MARIO BELO LINHA 1;NFG0314;16,55;18,91;3,59;4,57;20;24;131,69;139,0;33,45;32,17;186,0;186,0;V;0
734879;11;2022-05-08 12:17:12;3;47;MARIO BELO LINHA 1;NFG0314;16,55;18,91;3,59;4,57;19;24;131,69;139,0;33,45;32,17;181,0;134,0;V;0
734879;11;2022-05-08 12:17:12;2;46;MARIO BELO LINHA 1;NFG0314;16,55;18,91;3,59;4,57;19;21;131,69;139,0;33,45;32,17;69,0;204,0;V;0
734879;11;2022-05-08 12:17:12;1;45;MARIO BELO LINHA 1;NFG0314;16,55;18,91;3,59;4,57;17;24;131,69;139,0;33,45;32,17;151,0;145,0;V;0
734879;11;2022-05-09 07:59:16;4;48;MARIO BELO LINHA 2;NSF0117;8,67;9,83;5,11;5,46;17;24;;;;;;;V;0
734879;11;2022-05-09 07:59:16;3;47;MARIO BELO LINHA 2;NSF0117;8,67;9,83;5,11;5,46;4;3;;;;;;;V;0
734879;11;2022-05-09 07:59:16;2;46;MARIO BELO LINHA 2;NSF0117;8,67;9,83;5,11;5,46;13;12;;;;;;;V;0
734879;11;2022-05-09 07:59:16;1;45;MARIO BELO LINHA 2;NSF0117;8,67;9,83;5,11;5,46;11;14;;;;;;;V;0
734879;11;2022-05-09 09:37:32;4;48;DEMETRIO RIBEIRO;NSF0117;13,53;13,24;6,39;6,29;21;19;4,31;3,6;9,85;8,6;0,0;0,0;V;0
734879;11;2022-05-09 09:37:32;3;47;DEMETRIO RIBEIRO;NSF0117;13,53;13,24;6,39;6,29;8;4;4,31;3,6;9,85;8,6;8,0;8,0;V;0
734879;11;2022-05-09 09:37:32;2;46;DEMETRIO RIBEIRO;NSF0117;13,53;13,24;6,39;6,29;18;17;4,31;3,6;9,85;8,6;8,0;0,0;V;0
734879;11;2022-05-09 09:37:32;1;45;DEMETRIO RIBEIRO;NSF0117;13,53;13,24;6,39;6,29;17;18;4,31;3,6;9,85;8,6;0,0;0,0;V;0
734879;11;2022-05-09 10:39:44;4;48;ANDRADE PINTO;NSF0117;11,51;12,38;5,83;5,85;21;13;;;;;;;V;0
734879;11;2022-05-09 10:39:44;3;47;ANDRADE PINTO;NSF0117;11,51;12,38;5,83;5,85;4;6;;;;;;;V;0
734879;11;2022-05-09 10:39:44;2;46;ANDRADE PINTO;NSF0117;11,51;12,38;5,83;5,85;17;17;;;;;;;V;0
734879;11;2022-05-09 10:39:44;1;45;ANDRADE PINTO;NSF0117;11,51;12,38;5,83;5,85;14;19;;;;;;;V;0
734879;11;2022-05-09 11:44:14;4;48;PARAIBUNA;NSF0117;10,2;9,77;4,49;4,32;19;12;3,65;0,81;5,01;3,06;0,0;0,0;V;0
734879;11;2022-05-09 11:44:14;3;47;PARAIBUNA;NSF0117;10,2;9,77;4,49;4,32;7;6;3,65;0,81;5,01;3,06;8,0;17,0;V;0
734879;11;2022-05-09 11:44:14;2;46;PARAIBUNA;NSF0117;10,2;9,77;4,49;4,32;14;13;3,65;0,81;5,01;3,06;8,0;0,0;V;0
734879;11;2022-05-09 11:44:14;1;45;PARAIBUNA;NSF0117;10,2;9,77;4,49;4,32;12;14;3,65;0,81;5,01;3,06;8,0;0,0;V;0
734879;11;2022-05-09 14:25:18;4;48;MANTIQUEIRA;NSF0117;13,56;13,76;4,24;4,1;18;15;9,64;11,02;4,6;5,53;8,0;8,0;V;0
734879;11;2022-05-09 14:25:18;3;47;MANTIQUEIRA;NSF0117;13,56;13,76;4,24;4,1;13;13;9,64;11,02;4,6;5,53;17,0;17,0;V;0
734879;11;2022-05-09 14:25:18;2;46;MANTIQUEIRA;NSF0117;13,56;13,76;4,24;4,1;17;17;9,64;11,02;4,6;5,53;8,0;21,0;V;0
734879;11;2022-05-09 14:25:18;1;45;MANTIQUEIRA;NSF0117;13,56;13,76;4,24;4,1;16;20;9,64;11,02;4,6;5,53;8,0;17,0;V;0
734879;11;2022-05-09 15:42:41;4;46;CACHOEIRA;NSF0117;13,93;15,82;4,55;4,59;14;16;;;;;;;V;0
734879;11;2022-05-09 15:42:41;3;45;CACHOEIRA;NSF0117;13,93;15,82;4,55;4,59;21;22;;;;;;;V;0
734879;11;2022-05-09 15:42:41;2;44;CACHOEIRA;NSF0117;13,93;15,82;4,55;4,59;18;17;;;;;;;V;0
734879;11;2022-05-09 15:42:41;1;43;CACHOEIRA;NSF0117;13,93;15,82;4,55;4,59;14;17;;;;;;;V;0
734879;11;2022-05-09 17:11:37;4;48;BUARQUE;NSF0117;16,19;14,63;5,04;4,17;24;17;;;;;;;V;0
734879;11;2022-05-09 17:11:37;3;47;BUARQUE;NSF0117;16,19;14,63;5,04;4,17;14;13;;;;;;;V;0
734879;11;2022-05-09 17:11:37;2;46;BUARQUE;NSF0117;16,19;14,63;5,04;4,17;28;19;;;;;;;V;0
734879;11;2022-05-09 17:11:37;1;45;BUARQUE;NSF0117;16,19;14,63;5,04;4,17;21;17;;;;;;;V;0
734879;11;2022-05-09 22:25:09;4;48;P1-06 P1-07 KM 302;NSF0117;15,03;13,02;5,01;4,39;22;14;;;;;;;V;0
734879;11;2022-05-09 22:25:09;3;47;P1-06 P1-07 KM 302;NSF0117;15,03;13,02;5,01;4,39;15;7;;;;;;;V;0
734879;11;2022-05-09 22:25:09;2;46;P1-06 P1-07 KM 302;NSF0117;15,03;13,02;5,01;4,39;22;13;;;;;;;V;0
734879;11;2022-05-09 22:25:09;1;45;P1-06 P1-07 KM 302;NSF0117;15,03;13,02;5,01;4,39;18;18;;;;;;;V;0
734879;11;2022-05-11 00:01:10;4;48;P1-08 P1-09 KM272;NFG0320;10,98;10,66;2,79;2,36;16;9;;;;;;;V;1
734879;11;2022-05-11 00:01:10;3;47;P1-08 P1-09 KM272;NFG0320;10,98;10,66;2,79;2,36;13;10;;;;;;;V;1
734879;11;2022-05-11 00:01:10;2;46;P1-08 P1-09 KM272;NFG0320;10,98;10,66;2,79;2,36;16;13;;;;;;;V;1
734879;11;2022-05-11 00:01:10;1;45;P1-08 P1-09 KM272;NFG0320;10,98;10,66;2,79;2,36;14;13;;;;;;;V;1
734879;11;2022-05-11 01:03:05;4;48;P1-11 P1-10 KM237;NFG0320;14,34;14,34;3,37;3,2;21;13;40,8;31,73;14,96;15,49;42,0;42,0;V;1
734879;11;2022-05-11 01:03:05;3;47;P1-11 P1-10 KM237;NFG0320;14,34;14,34;3,37;3,2;15;14;40,8;31,73;14,96;15,49;28,0;34,0;V;1
734879;11;2022-05-11 01:03:05;2;46;P1-11 P1-10 KM237;NFG0320;14,34;14,34;3,37;3,2;20;17;40,8;31,73;14,96;15,49;42,0;21,0;V;1
734879;11;2022-05-11 01:03:05;1;45;P1-11 P1-10 KM237;NFG0320;14,34;14,34;3,37;3,2;16;20;40,8;31,73;14,96;15,49;21,0;17,0;V;1
734879;11;2022-05-11 01:33:54;4;48;P1-12 P1-13 KM212;NFG0320;10,84;11,27;4,01;3,48;17;9;;;;;;;V;1
734879;11;2022-05-11 01:33:54;3;47;P1-12 P1-13 KM212;NFG0320;10,84;11,27;4,01;3,48;8;12;;;;;;;V;1
734879;11;2022-05-11 01:33:54;2;46;P1-12 P1-13 KM212;NFG0320;10,84;11,27;4,01;3,48;13;16;;;;;;;V;1
734879;11;2022-05-11 01:33:54;1;45;P1-12 P1-13 KM212;NFG0320;10,84;11,27;4,01;3,48;0;14;;;;;;;V;1
734879;11;2022-05-11 02:13:40;4;48;P2-01 P1-14 KM186;NFG0320;14,14;13,85;3,7;3,79;21;13;;;;;;;V;1
734879;11;2022-05-11 02:13:40;3;47;P2-01 P1-14 KM186;NFG0320;14,14;13,85;3,7;3,79;16;12;;;;;;;V;1
734879;11;2022-05-11 02:13:40;2;46;P2-01 P1-14 KM186;NFG0320;14,14;13,85;3,7;3,79;20;14;;;;;;;V;1
734879;11;2022-05-11 02:13:40;1;45;P2-01 P1-14 KM186;NFG0320;14,14;13,85;3,7;3,79;18;14;;;;;;;V;1
734879;11;2022-05-11 02:39:03;4;48;P2-01 P2-02;NFG0320;18,07;17,52;4,06;3,93;27;14;;;;;;;V;1
734879;11;2022-05-11 02:39:03;3;47;P2-01 P2-02;NFG0320;18,07;17,52;4,06;3,93;18;15;;;;;;;V;1
734879;11;2022-05-11 02:39:03;2;46;P2-01 P2-02;NFG0320;18,07;17,52;4,06;3,93;23;20;;;;;;;V;1
734879;11;2022-05-11 02:39:03;1;45;P2-01 P2-02;NFG0320;18,07;17,52;4,06;3,93;21;21;;;;;;;V;1
734879;11;2022-05-11 03:08:44;4;48;P2-03 P2-03A KM144;NFG0320;12,83;11,58;4,86;4,92;22;6;;;;;;;V;1
734879;11;2022-05-11 03:08:44;3;47;P2-03 P2-03A KM144;NFG0320;12,83;11,58;4,86;4,92;8;14;;;;;;;V;1
