Veículo;Posição;Data da Medição;Rodeiro Veículo;Rodeiro Composição;Equipamento;Trem;Média Rolamento Esquerdo (°C);Média Rolamento Direito (°C);DP Rolamento Esquerdo (°C);DP Rolamento Direito (°C);Rolamento Esquerdo (°C);Rolamento Direito (°C);Média Roda Esquerda (°C);Média Roda Direita (°C);DP Roda Esquerda (°C);DP Roda Direita (°C);Roda Esquerda (°C);Roda Direita (°C);Tipo;Carregado
734879;11;2022-05-26 22:11:00;4;48;PARAIBUNA;NLE0151;13,19;12,1;3,9;3,96;16;22;3,01;0,49;4,56;2,41;17,0;0,0;V;0
734879;11;2022-05-26 22:11:00;3;47;PARAIBUNA;NLE0151;13,19;12,1;3,9;3,96;15;8;3,01;0,49;4,56;2,41;8,0;0,0;V;0
734879;11;2022-05-26 22:11:00;2;46;PARAIBUNA;NLE0151;13,19;12,1;3,9;3,96;17;16;3,01;0,49;4,56;2,41;17,0;0,0;V;0
734879;11;2022-05-26 22:11:00;1;45;PARAIBUNA;NLE0151;13,19;12,1;3,9;3,96;15;18;3,01;0,49;4,56;2,41;0,0;0,0;V;0
734879;11;2022-05-27 01:37:15;4;48;MANTIQUEIRA;NLE0151;13,98;13,74;4,29;3,96;18;20;9,17;9,33;3,17;3,58;8,0;8,0;V;0
734879;11;2022-05-27 01:37:15;3;47;MANTIQUEIRA;NLE0151;13,98;13,74;4,29;3,96;14;11;9,17;9,33;3,17;3,58;17,0;17,0;V;0
734879;11;2022-05-27 01:37:15;2;46;MANTIQUEIRA;NLE0151;13,98;13,74;4,29;3,96;21;21;9,17;9,33;3,17;3,58;17,0;8,0;V;0
734879;11;2022-05-27 01:37:15;1;45;MANTIQUEIRA;NLE0151;13,98;13,74;4,29;3,96;17;23;9,17;9,33;3,17;3,58;8,0;8,0;V;0
734879;11;2022-05-27 02:52:37;4;48;CACHOEIRA;NLE0151;12,0;13,83;4,17;4,66;18;18;;;;;;;V;0
734879;11;2022-05-27 02:52:37;3;47;CACHOEIRA;NLE0151;12,0;13,83;4,17;4,66;13;13;;;;;;;V;0
734879;11;2022-05-27 02:52:37;2;46;CACHOEIRA;NLE0151;12,0;13,83;4,17;4,66;18;22;;;;;;;V;0
734879;11;2022-05-27 02:52:37;1;45;CACHOEIRA;NLE0151;12,0;13,83;4,17;4,66;14;22;;;;;;;V;0
734879;11;2022-05-27 04:18:23;4;48;BUARQUE;NLE0151;12,63;12,12;4,71;4,27;18;17;;;;;;;V;0
734879;11;2022-05-27 04:18:23;3;47;BUARQUE;NLE0151;12,63;12,12;4,71;4,27;16;12;;;;;;;V;0
734879;11;2022-05-27 04:18:23;2;46;BUARQUE;NLE0151;12,63;12,12;4,71;4,27;21;16;;;;;;;V;0
734879;11;2022-05-27 04:18:23;1;45;BUARQUE;NLE0151;12,63;12,12;4,71;4,27;14;20;;;;;;;V;0
734879;11;2022-05-27 09:46:41;4;48;P1-06 P1-07 KM 302;NLE0151;6,69;7,86;4,29;4,88;14;20;;;;;;;V;0
734879;11;2022-05-27 09:46:41;3;47;P1-06 P1-07 KM 302;NLE0151;6,69;7,86;4,29;4,88;4;1;;;;;;;V;0
734879;11;2022-05-27 09:46:41;2;46;P1-06 P1-07 KM 302;NLE0151;6,69;7,86;4,29;4,88;14;12;;;;;;;V;0
734879;11;2022-05-27 09:46:41;1;45;P1-06 P1-07 KM 302;NLE0151;6,69;7,86;4,29;4,88;10;17;;;;;;;V;0
734879;11;2022-05-28 09:20:20;4;48;P1-06 P1-07 KM 302;NFG0156;10,77;10,06;3,99;3,56;16;8;;;;;;;V;0
734879;11;2022-05-28 09:20:20;3;47;P1-06 P1-07 KM 302;NFG0156;10,77;10,06;3,99;3,56;10;8;;;;;;;V;0
734879;11;2022-05-28 09:20:20;2;46;P1-06 P1-07 KM 302;NFG0156;10,77;10,06;3,99;3,56;20;15;;;;;;;V;0
734879;11;2022-05-28 09:20:20;1;45;P1-06 P1-07 KM 302;NFG0156;10,77;10,06;3,99;3,56;14;17;;;;;;;V;0
734879;11;2022-05-28 11:46:56;4;48;P1-08 P1-09 KM272;NFG0156;11,92;11,21;3,54;3,11;19;10;;;;;;;V;0
734879;11;2022-05-28 11:46:56;3;47;P1-08 P1-09 KM272;NFG0156;11,92;11,21;3,54;3,11;13;12;;;;;;;V;0
734879;11;2022-05-28 11:46:56;2;46;P1-08 P1-09 KM272;NFG0156;11,92;11,21;3,54;3,11;14;13;;;;;;;V;0
734879;11;2022-05-28 11:46:56;1;45;P1-08 P1-09 KM272;NFG0156;11,92;11,21;3,54;3,11;13;15;;;;;;;V;0
734879;11;2022-05-28 13:29:04;4;48;P1-12 P1-13 KM212;NFG0156;6,11;13,91;5,11;4,08;7;7;;;;;;;V;0
734879;11;2022-05-28 13:29:04;3;47;P1-12 P1-13 KM212;NFG0156;6,11;13,91;5,11;4,08;1;14;;;;;;;V;0
734879;11;2022-05-28 13:29:04;2;46;P1-12 P1-13 KM212;NFG0156;6,11;13,91;5,11;4,08;0;13;;;;;;;V;0
734879;11;2022-05-28 13:29:04;1;45;P1-12 P1-13 KM212;NFG0156;6,11;13,91;5,11;4,08;11;22;;;;;;;V;0
734879;11;2022-05-28 14:10:00;4;48;P2-01 P1-14 KM186;NFG0156;14,91;13,71;3,38;3,37;20;16;;;;;;;V;0
734879;11;2022-05-28 14:10:00;3;47;P2-01 P1-14 KM186;NFG0156;14,91;13,71;3,38;3,37;20;14;;;;;;;V;0
734879;11;2022-05-28 14:10:00;2;46;P2-01 P1-14 KM186;NFG0156;14,91;13,71;3,38;3,37;16;14;;;;;;;V;0
734879;11;2022-05-28 14:10:00;1;45;P2-01 P1-14 KM186;NFG0156;14,91;13,71;3,38;3,37;14;16;;;;;;;V;0
734879;11;2022-05-28 14:36:02;4;48;P2-01 P2-02;NFG0156;16,99;17,5;3,12;3,28;22;19;;;;;;;V;0
734879;11;2022-05-28 14:36:02;3;47;P2-01 P2-02;NFG0156;16,99;17,5;3,12;3,28;19;20;;;;;;;V;0
734879;11;2022-05-28 14:36:02;2;46;P2-01 P2-02;NFG0156;16,99;17,5;3,12;3,28;22;19;;;;;;;V;0
734879;11;2022-05-28 14:36:02;1;45;P2-01 P2-02;NFG0156;16,99;17,5;3,12;3,28;16;20;;;;;;;V;0
734879;11;2022-05-28 15:05:29;4;48;P2-03 P2-03A KM144;NFG0156;11,99;11,89;4,45;4,98;17;0;;;;;;;V;0
734879;11;2022-05-28 15:05:29;3;47;P2-03 P2-03A KM144;NFG0156;11,99;11,89;4,45;4,98;11;18;;;;;;;V;0
734879;11;2022-05-28 15:05:29;2;46;P2-03 P2-03A KM144;NFG0156;11,99;11,89;4,45;4,98;13;2;;;;;;;V;0
734879;11;2022-05-28 15:05:29;1;45;P2-03 P2-03A KM144;NFG0156;11,99;11,89;4,45;4,98;10;21;;;;;;;V;0
734879;11;2022-05-28 15:56:03;4;48;P02-04 P02-05 KM114;NFG0156;19,82;17,5;3,49;3,13;24;21;;;;;;;V;0
734879;11;2022-05-28 15:56:03;3;47;P02-04 P02-05 KM114;NFG0156;19,82;17,5;3,49;3,13;22;21;;;;;;;V;0
734879;11;2022-05-28 15:56:03;2;46;P02-04 P02-05 KM114;NFG0156;19,82;17,5;3,49;3,13;21;19;;;;;;;V;0
734879;11;2022-05-28 15:56:03;1;45;P02-04 P02-05 KM114;NFG0156;19,82;17,5;3,49;3,13;17;21;;;;;;;V;0
734879;11;2022-05-28 17:22:54;4;48;P2-09 P2-08 KM64;NFG0156;18,81;17,03;3,73;3,24;24;22;;;;;;;V;0
734879;11;2022-05-28 17:22:54;3;47;P2-09 P2-08 KM64;NFG0156;18,81;17,03;3,73;3,24;20;19;;;;;;;V;0
734879;11;2022-05-28 17:22:54;2;46;P2-09 P2-08 KM64;NFG0156;18,81;17,03;3,73;3,24;24;20;;;;;;;V;0
734879;11;2022-05-28 17:22:54;1;45;P2-09 P2-08 KM64;NFG0156;18,81;17,03;3,73;3,24;20;19;;;;;;;V;0
734879;11;2022-05-28 18:07:07;4;48;P2-10 P2-11 KM 39.68;NFG0156;21,87;21,38;4,16;3,74;26;27;;;;;;;V;0
734879;11;2022-05-28 18:07:07;3;47;P2-10 P2-11 KM 39.68;NFG0156;21,87;21,38;4,16;3,74;23;26;;;;;;;V;0
734879;11;2022-05-28 18:07:07;2;46;P2-10 P2-11 KM 39.68;NFG0156;21,87;21,38;4,16;3,74;28;26;;;;;;;V;0
734879;11;2022-05-28 18:07:07;1;45;P2-10 P2-11 KM 39.68;NFG0156;21,87;21,38;4,16;3,74;20;24;;;;;;;V;0
734879;11;2022-05-28 18:27:42;4;48;P2-13 P2-12 KM21;NFG0156;30,23;31,06;6,14;5,57;38;37;104,44;107,26;28,58;28,47;84,0;58,0;V;0
734879;11;2022-05-28 18:27:42;3;47;P2-13 P2-12 KM21;NFG0156;30,23;31,06;6,14;5,57;33;35;104,44;107,26;28,58;28,47;131,0;137,0;V;0
734879;11;2022-05-28 18:27:42;2;46;P2-13 P2-12 KM21;NFG0156;30,23;31,06;6,14;5,57;39;37;104,44;107,26;28,58;28,47;69,0;176,0;V;0
734879;11;2022-05-28 18:27:42;1;45;P2-13 P2-12 KM21;NFG0156;30,23;31,06;6,14;5,57;32;36;104,44;107,26;28,58;28,47;116,0;125,0;V;0
734879;11;2022-05-28 20:00:05;4;48;WALDEMAR BRITO LINHA 1;NFG0156;26,9;26,16;4,76;4,65;33;33;;;;;;;V;0
734879;11;2022-05-28 20:00:05;3;47;WALDEMAR BRITO LINHA 1;NFG0156;26,9;26,16;4,76;4,65;30;26;;;;;;;V;0
734879;11;2022-05-28 20:00:05;2;46;WALDEMAR BRITO LINHA 1;NFG0156;26,9;26,16;4,76;4,65;33;29;;;;;;;V;0
734879;11;2022-05-28 20:00:05;1;45;WALDEMAR BRITO LINHA 1;NFG0156;26,9;26,16;4,76;4,65;26;26;;;;;;;V;0
734879;11;2022-05-28 23:30:54;4;48;MARIO BELO LINHA 1;NFG0156;22,12;24,41;4,49;5,66;26;31;163,74;173,64;44,63;45,37;42,0;49,0;V;0
734879;11;2022-05-28 23:30:54;3;47;MARIO BELO LINHA 1;NFG0156;22,12;24,41;4,49;5,66;20;24;163,74;173,64;44,63;45,37;61,0;77,0;V;0
734879;11;2022-05-28 23:30:54;2;46;MARIO BELO LINHA 1;NFG0156;22,12;24,41;4,49;5,66;26;26;163,74;173,64;44,63;45,37;28,0;96,0;V;0
734879;11;2022-05-28 23:30:54;1;45;MARIO BELO LINHA 1;NFG0156;22,12;24,41;4,49;5,66;20;27;163,74;173,64;44,63;45,37;73,0;81,0;V;0
734879;11;2022-05-29 14:29:56;4;48;MARIO BELO LINHA 2;NGF0357;11,07;7,38;5,9;5,94;17;24;;;;;;;V;0
734879;11;2022-05-29 14:29:56;3;47;MARIO BELO LINHA 2;NGF0357;11,07;7,38;5,9;5,94;8;1;;;;;;;V;0
734879;11;2022-05-29 14:29:56;2;46;MARIO BELO LINHA 2;NGF0357;11,07;7,38;5,9;5,94;15;14;;;;;;;V;0
734879;11;2022-05-29 14:29:56;1;45;MARIO BELO LINHA 2;NGF0357;11,07;7,38;5,9;5,94;14;14;;;;;;;V;0
734879;11;2022-05-29 16:04:55;4;48;DEMETRIO RIBEIRO;NGF0357;15,85;15,79;6,07;6,16;23;31;2,82;6,67;4,7;4,4;0,0;8,0;V;0
734879;11;2022-05-29 16:04:55;3;47;DEMETRIO RIBEIRO;NGF0357;15,85;15,79;6,07;6,16;17;13;2,82;6,67;4,7;4,4;8,0;8,0;V;0
734879;11;2022-05-29 16:04:55;2;46;DEMETRIO RIBEIRO;NGF0357;15,85;15,79;6,07;6,16;21;23;2,82;6,67;4,7;4,4;8,0;8,0;V;0
734879;11;2022-05-29 16:04:55;1;45;DEMETRIO RIBEIRO;NGF0357;15,85;15,79;6,07;6,16;18;24;2,82;6,67;4,7;4,4;0,0;8,0;V;0
734879;11;2022-05-29 17:04:25;4;48;ANDRADE PINTO;NGF0357;16,44;16,53;5,64;5,6;24;33;;;;;;;V;0
734879;11;2022-05-29 17:04:25;3;47;ANDRADE PINTO;NGF0357;16,44;16,53;5,64;5,6;15;14;;;;;;;V;0
734879;11;2022-05-29 17:04:25;2;46;ANDRADE PINTO;NGF0357;16,44;16,53;5,64;5,6;21;22;;;;;;;V;0
734879;11;2022-05-29 17:04:25;1;45;ANDRADE PINTO;NGF0357;16,44;16,53;5,64;5,6;17;22;;;;;;;V;0
734879;11;2022-05-29 18:07:53;4;48;PARAIBUNA;NGF0357;15,56;14,21;4,43;4,28;23;26;8,97;0,64;3,31;2,62;21,0;8,0;V;0
734879;11;2022-05-29 18:07:53;3;47;PARAIBUNA;NGF0357;15,56;14,21;4,43;4,28;16;11;8,97;0,64;3,31;2,62;17,0;8,0;V;0
734879;11;2022-05-29 18:07:53;2;46;PARAIBUNA;NGF0357;15,56;14,21;4,43;4,28;20;18;8,97;0,64;3,31;2,62;17,0;0,0;V;0
734879;11;2022-05-29 18:07:53;1;45;PARAIBUNA;NGF0357;15,56;14,21;4,43;4,28;18;18;8,97;0,64;3,31;2,62;8,0;0,0;V;0
734879;11;2022-05-29 20:51:34;4;48;MANTIQUEIRA;NGF0357;16,33;16,15;4,88;4,51;22;29;9,97;11,12;4,25;5,27;17,0;17,0;V;0
734879;11;2022-05-29 20:51:34;3;47;MANTIQUEIRA;NGF0357;16,33;16,15;4,88;4,51;17;13;9,97;11,12;4,25;5,27;17,0;17,0;V;0
734879;11;2022-05-29 20:51:34;2;46;MANTIQUEIRA;NGF0357;16,33;16,15;4,88;4,51;22;22;9,97;11,12;4,25;5,27;8,0;21,0;V;0
734879;11;2022-05-29 20:51:34;1;45;MANTIQUEIRA;NGF0357;16,33;16,15;4,88;4,51;18;22;9,97;11,12;4,25;5,27;8,0;17,0;V;0
734879;11;2022-05-29 22:07:35;4;48;CACHOEIRA;NGF0357;15,11;16,8;4,54;5,05;23;28;;;;;;;V;0
734879;11;2022-05-29 22:07:35;3;47;CACHOEIRA;NGF0357;15,11;16,8;4,54;5,05;16;13;;;;;;;V;0
734879;11;2022-05-29 22:07:35;2;46;CACHOEIRA;NGF0357;15,11;16,8;4,54;5,05;23;26;;;;;;;V;0
734879;11;2022-05-29 22:07:35;1;45;CACHOEIRA;NGF0357;15,11;16,8;4,54;5,05;14;24;;;;;;;V;0
734879;11;2022-05-29 23:27:18;4;48;BUARQUE;NGF0357;15,23;14,52;5,34;4,79;21;19;;;;;;;V;0
734879;11;2022-05-29 23:27:18;3;47;BUARQUE;NGF0357;15,23;14,52;5,34;4,79;17;13;;;;;;;V;0
734879;11;2022-05-29 23:27:18;2;46;BUARQUE;NGF0357;15,23;14,52;5,34;4,79;23;21;;;;;;;V;0
734879;11;2022-05-29 23:27:18;1;45;BUARQUE;NGF0357;15,23;14,52;5,34;4,79;18;21;;;;;;;V;0
734879;11;2022-05-30 06:30:44;4;48;P1-06 P1-07 KM 302;NGF0357;10,76;10,94;4,75;4,91;20;13;;;;;;;V;0
734879;11;2022-05-30 06:30:44;3;47;P1-06 P1-07 KM 302;NGF0357;10,76;10,94;4,75;4,91;7;7;;;;;;;V;0
734879;11;2022-05-30 06:30:44;2;46;P1-06 P1-07 KM 302;NGF0357;10,76;10,94;4,75;4,91;17;16;;;;;;;V;0
734879;11;2022-05-30 06:30:44;1;45;P1-06 P1-07 KM 302;NGF0357;10,76;10,94;4,75;4,91;15;20;;;;;;;V;0
734879;130;2022-05-31 19:39:20;4;524;P1-06 P1-07 KM 302;NFS1162;12,95;11,9;3,71;2,94;14;13;;;;;;;V;0
734879;130;2022-05-31 19:39:20;3;523;P1-06 P1-07 KM 302;NFS1162;12,95;11,9;3,71;2,94;16;15;;;;;;;V;0
734879;130;2022-05-31 19:39:20;2;522;P1-06 P1-07 KM 302;NFS1162;12,95;11,9;3,71;2,94;14;17;;;;;;;V;0
734879;130;2022-05-31 19:39:20;1;521;P1-06 P1-07 KM 302;NFS1162;12,95;11,9;3,71;2,94;17;8;;;;;;;V;0
734879;11;2022-05-31 22:35:46;4;48;P1-08 P1-09 KM272;NFS1162;13,12;12,73;2,89;2,43;17;12;;;;;;;V;0
734879;11;2022-05-31 22:35:46;3;47;P1-08 P1-09 KM272;NFS1162;13,12;12,73;2,89;2,43;13;10;;;;;;;V;0
734879;11;2022-05-31 22:35:46;2;46;P1-08 P1-09 KM272;NFS1162;13,12;12,73;2,89;2,43;16;17;;;;;;;V;0
734879;11;2022-05-31 22:35:46;1;45;P1-08 P1-09 KM272;NFS1162;13,12;12,73;2,89;2,43;14;17;;;;;;;V;0
734879;11;2022-06-01 00:04:38;4;48;P1-12 P1-13 KM212;NFS1162;6,45;12,81;4,88;4,23;10;7;;;;;;;V;0
734879;11;2022-06-01 00:04:38;3;47;P1-12 P1-13 KM212;NFS1162;6,45;12,81;4,88;4,23;0;12;;;;;;;V;0
734879;11;2022-06-01 00:04:38;2;46;P1-12 P1-13 KM212;NFS1162;6,45;12,81;4,88;4,23;3;16;;;;;;;V;0
734879;11;2022-06-01 00:04:38;1;45;P1-12 P1-13 KM212;NFS1162;6,45;12,81;4,88;4,23;1;17;;;;;;;V;0
734879;11;2022-06-01 00:43:22;4;48;P2-01 P1-14 KM186;NFS1162;18,41;16,62;4,23;3,86;24;17;;;;;;;V;0
734879;11;2022-06-01 00:43:22;3;47;P2-01 P1-14 KM186;NFS1162;18,41;16,62;4,23;3,86;21;16;;;;;;;V;0
734879;11;2022-06-01 00:43:22;2;46;P2-01 P1-14 KM186;NFS1162;18,41;16,62;4,23;3,86;24;24;;;;;;;V;0
734879;11;2022-06-01 00:43:22;1;45;P2-01 P1-14 KM186;NFS1162;18,41;16,62;4,23;3,86;20;22;;;;;;;V;0
734879;11;2022-06-01 01:08:26;4;48;P2-01 P2-02;NFS1162;16,48;15,99;3,4;3,43;22;17;;;;;;;V;0
734879;11;2022-06-01 01:08:26;3;47;P2-01 P2-02;NFS1162;16,48;15,99;3,4;3,43;17;14;;;;;;;V;0
734879;11;2022-06-01 01:08:26;2;46;P2-01 P2-02;NFS1162;16,48;15,99;3,4;3,43;21;20;;;;;;;V;0
734879;11;2022-06-01 01:08:26;1;45;P2-01 P2-02;NFS1162;16,48;15,99;3,4;3,43;17;19;;;;;;;V;0
734879;11;2022-06-01 01:37:31;4;48;P2-03 P2-03A KM144;NFS1162;10,93;10,64;4,17;4,86;19;1;;;;;;;V;0
734879;11;2022-06-01 01:37:31;3;47;P2-03 P2-03A KM144;NFS1162;10,93;10,64;4,17;4,86;4;13;;;;;;;V;0
734879;11;2022-06-01 01:37:31;2;46;P2-03 P2-03A KM144;NFS1162;10,93;10,64;4,17;4,86;16;4;;;;;;;V;0
734879;11;2022-06-01 01:37:31;1;45;P2-03 P2-03A KM144;NFS1162;10,93;10,64;4,17;4,86;10;14;;;;;;;V;0
734879;11;2022-06-01 02:24:23;4;48;P02-04 P02-05 KM114;NFS1162;19,02;17,77;3,92;3,75;26;21;;;;;;;V;0
734879;11;2022-06-01 02:24:23;3;47;P02-04 P02-05 KM114;NFS1162;19,02;17,77;3,92;3,75;21;18;;;;;;;V;0
734879;11;2022-06-01 02:24:23;2;46;P02-04 P02-05 KM114;NFS1162;19,02;17,77;3,92;3,75;21;21;;;;;;;V;0
734879;11;2022-06-01 02:24:23;1;45;P02-04 P02-05 KM114;NFS1162;19,02;17,77;3,92;3,75;17;23;;;;;;;V;0
734879;11;2022-06-01 03:45:09;4;48;P2-09 P2-08 KM64;NFS1162;16,48;14,76;3,79;3,17;21;17;;;;;;;V;0
734879;11;2022-06-01 03:45:09;3;47;P2-09 P2-08 KM64;NFS1162;16,48;14,76;3,79;3,17;16;14;;;;;;;V;0
734879;11;2022-06-01 03:45:09;2;46;P2-09 P2-08 KM64;NFS1162;16,48;14,76;3,79;3,17;22;17;;;;;;;V;0
734879;11;2022-06-01 03:45:09;1;45;P2-09 P2-08 KM64;NFS1162;16,48;14,76;3,79;3,17;16;17;;;;;;;V;0
734879;11;2022-06-01 04:18:53;4;48;P2-10 P2-11 KM 39.68;NFS1162;19,71;19,52;4,02;3,8;23;22;;;;;;;V;0
734879;11;2022-06-01 04:18:53;3;47;P2-10 P2-11 KM 39.68;NFS1162;19,71;19,52;4,02;3,8;21;18;;;;;;;V;0
734879;11;2022-06-01 04:18:53;2;46;P2-10 P2-11 KM 39.68;NFS1162;19,71;19,52;4,02;3,8;26;23;;;;;;;V;0
734879;11;2022-06-01 04:18:53;1;45;P2-10 P2-11 KM 39.68;NFS1162;19,71;19,52;4,02;3,8;17;23;;;;;;;V;0
734879;11;2022-06-01 04:38:14;4;48;P2-13 P2-12 KM21;NFS1162;28,03;27,19;6,25;5,23;35;33;89,19;95,31;28,79;27,84;137,0;134,0;V;0
734879;11;2022-06-01 04:38:14;3;47;P2-13 P2-12 KM21;NFS1162;28,03;27,19;6,25;5,23;30;24;89,19;95,31;28,79;27,84;84,0;119,0;V;0
734879;11;2022-06-01 04:38:14;2;46;P2-13 P2-12 KM21;NFS1162;28,03;27,19;6,25;5,23;37;32;89,19;95,31;28,79;27,84;102,0;77,0;V;0
734879;11;2022-06-01 04:38:14;1;45;P2-13 P2-12 KM21;NFS1162;28,03;27,19;6,25;5,23;30;32;89,19;95,31;28,79;27,84;77,0;88,0;V;0
734879;11;2022-06-01 06:15:36;4;48;WALDEMAR BRITO LINHA 1;NFS1162;24,05;23,71;3,97;3,83;28;28;;;;;;;V;0
734879;11;2022-06-01 06:15:36;3;47;WALDEMAR BRITO LINHA 1;NFS1162;24,05;23,71;3,97;3,83;24;24;;;;;;;V;0
734879;11;2022-06-01 06:15:36;2;46;WALDEMAR BRITO LINHA 1;NFS1162;24,05;23,71;3,97;3,83;26;23;;;;;;;V;0
734879;11;2022-06-01 06:15:36;1;45;WALDEMAR BRITO LINHA 1;NFS1162;24,05;23,71;3,97;3,83;21;26;;;;;;;V;0
734879;11;2022-06-01 09:27:23;4;48;MARIO BELO LINHA 2;NFS1162;20,71;20,47;4,19;4,26;22;26;;;;;;;V;0
734879;11;2022-06-01 09:27:23;3;47;MARIO BELO LINHA 2;NFS1162;20,71;20,47;4,19;4,26;21;19;;;;;;;V;0
734879;11;2022-06-01 09:27:23;2;46;MARIO BELO LINHA 2;NFS1162;20,71;20,47;4,19;4,26;26;20;;;;;;;V;0
734879;11;2022-06-01 09:27:23;1;45;MARIO BELO LINHA 2;NFS1162;20,71;20,47;4,19;4,26;21;24;;;;;;;V;0
734879;11;2022-06-02 06:06:08;4;48;MARIO BELO LINHA 2;NSF0103;11,92;12,28;5,46;5,81;19;30;;;;;;;V;0
734879;11;2022-06-02 06:06:08;3;47;MARIO BELO LINHA 2;NSF0103;11,92;12,28;5,46;5,81;8;7;;;;;;;V;0
734879;11;2022-06-02 06:06:08;2;46;MARIO BELO LINHA 2;NSF0103;11,92;12,28;5,46;5,81;17;17;;;;;;;V;0
734879;11;2022-06-02 06:06:08;1;45;MARIO BELO LINHA 2;NSF0103;11,92;12,28;5,46;5,81;15;20;;;;;;;V;0
734879;11;2022-06-02 07:58:04;4;48;DEMETRIO RIBEIRO;NSF0103;12,82;12,99;5,38;5,38;21;28;2,75;2,06;5,57;5,46;8,0;0,0;V;0
734879;11;2022-06-02 07:58:04;3;47;DEMETRIO RIBEIRO;NSF0103;12,82;12,99;5,38;5,38;11;10;2,75;2,06;5,57;5,46;0,0;8,0;V;0
734879;11;2022-06-02 07:58:04;2;46;DEMETRIO RIBEIRO;NSF0103;12,82;12,99;5,38;5,38;17;19;2,75;2,06;5,57;5,46;8,0;0,0;V;0
734879;11;2022-06-02 07:58:04;1;45;DEMETRIO RIBEIRO;NSF0103;12,82;12,99;5,38;5,38;14;21;2,75;2,06;5,57;5,46;0,0;0,0;V;0
734879;11;2022-06-02 10:04:18;4;48;PARAIBUNA;NSF0103;10,81;10,6;4,99;4,91;16;24;4,27;2,12;12,46;12,61;0,0;0,0;V;0
734879;11;2022-06-02 10:04:18;3;47;PARAIBUNA;NSF0103;10,81;10,6;4,99;4,91;9;7;4,27;2,12;12,46;12,61;0,0;8,0;V;0
734879;11;2022-06-02 10:04:18;2;46;PARAIBUNA;NSF0103;10,81;10,6;4,99;4,91;16;16;4,27;2,12;12,46;12,61;8,0;0,0;V;0
734879;11;2022-06-02 10:04:18;1;45;PARAIBUNA;NSF0103;10,81;10,6;4,99;4,91;12;17;4,27;2,12;12,46;12,61;0,0;0,0;V;0
734879;11;2022-06-02 12:51:38;4;48;MANTIQUEIRA;NSF0103;9,74;11,34;5,12;4,79;14;20;2,68;4,13;6,99;7,39;17,0;8,0;V;0
734879;11;2022-06-02 12:51:38;3;47;MANTIQUEIRA;NSF0103;9,74;11,34;5,12;4,79;12;10;2,68;4,13;6,99;7,39;8,0;8,0;V;0
734879;11;2022-06-02 12:51:38;2;46;MANTIQUEIRA;NSF0103;9,74;11,34;5,12;4,79;16;18;2,68;4,13;6,99;7,39;8,0;8,0;V;0
734879;11;2022-06-02 12:51:38;1;45;MANTIQUEIRA;NSF0103;9,74;11,34;5,12;4,79;9;17;2,68;4,13;6,99;7,39;8,0;0,0;V;0
734879;11;2022-06-02 14:09:26;4;48;CACHOEIRA;NSF0103;13,74;15,47;4,53;5,2;16;26;;;;;;;V;0
734879;11;2022-06-02 14:09:26;3;47;CACHOEIRA;NSF0103;13,74;15,47;4,53;5,2;14;13;;;;;;;V;0
734879;11;2022-06-02 14:09:26;2;46;CACHOEIRA;NSF0103;13,74;15,47;4,53;5,2;21;20;;;;;;;V;0
734879;11;2022-06-02 14:09:26;1;45;CACHOEIRA;NSF0103;13,74;15,47;4,53;5,2;12;21;;;;;;;V;0
734879;11;2022-06-02 15:32:47;4;48;BUARQUE;NSF0103;14,85;14,72;4,96;4,99;18;24;;;;;;;V;0
734879;11;2022-06-02 15:32:47;3;47;BUARQUE;NSF0103;14,85;14,72;4,96;4,99;17;13;;;;;;;V;0
734879;11;2022-06-02 15:32:47;2;46;BUARQUE;NSF0103;14,85;14,72;4,96;4,99;19;20;;;;;;;V;0
734879;11;2022-06-02 15:32:47;1;45;BUARQUE;NSF0103;14,85;14,72;4,96;4,99;13;19;;;;;;;V;0
734879;11;2022-06-02 20:37:20;4;48;P1-06 P1-07 KM 302;NSF0103;14,28;15,16;4,15;4,99;19;28;;;;;;;V;0
734879;11;2022-06-02 20:37:20;3;47;P1-06 P1-07 KM 302;NSF0103;14,28;15,16;4,15;4,99;14;12;;;;;;;V;0
734879;11;2022-06-02 20:37:20;2;46;P1-06 P1-07 KM 302;NSF0103;14,28;15,16;4,15;4,99;19;17;;;;;;;V;0
734879;11;2022-06-02 20:37:20;1;45;P1-06 P1-07 KM 302;NSF0103;14,28;15,16;4,15;4,99;13;20;;;;;;;V;0
734879;11;2022-06-04 00:55:43;4;48;P1-08 P1-09 KM272;NFG0106;10,18;10,4;2,83;2,48;14;15;;;;;;;V;0
734879;11;2022-06-04 00:55:43;3;47;P1-08 P1-09 KM272;NFG0106;10,18;10,4;2,83;2,48;12;10;;;;;;;V;0
734879;11;2022-06-04 00:55:43;2;46;P1-08 P1-09 KM272;NFG0106;10,18;10,4;2,83;2,48;13;14;;;;;;;V;0
734879;11;2022-06-04 00:55:43;1;45;P1-08 P1-09 KM272;NFG0106;10,18;10,4;2,83;2,48;11;15;;;;;;;V;0
734879;11;2022-06-04 01:56:07;4;48;P1-11 P1-10 KM237;NFG0106;13,87;14,33;3,07;3,18;19;17;31,17;26,76;12,5;13,93;21,0;8,0;V;0
734879;11;2022-06-04 01:56:07;3;47;P1-11 P1-10 KM237;NFG0106;13,87;14,33;3,07;3,18;16;14;31,17;26,76;12,5;13,93;49,0;21,0;V;0
